record_id,employee_id,review_year,review_cycle,department,job_level,performance_rating,potential_rating,nine_box_position,succession_ready,flight_risk,promotion_recommended,goal_completion_pct,competency_score,development_plan_active,mentor_assigned,manager_id,review_date
TM00688,EMP01184,2024,Mid-Year,Product,L1,Exceeds,High,Trusted Professional,Ready in 1-2 Years,Low,Yes,83,2.81,Yes,No,MGR0005,2022-11-09
TM00689,EMP00840,2022,Q3,Product,L2,Does Not Meet,Medium,Rough Diamond,Ready in 3+ Years,High,Yes,57,3.67,No,Yes,MGR0040,2025-10-27
TM00690,EMP00701,2021,Mid-Year,Sales,L3,Does Not Meet,Medium,Inconsistent Player,Not Identified,High,No,50,3.77,Yes,No,MGR0023,2020-05-23
TM00691,EMP00988,2020,Q1,IT,L3,Meets,High,Trusted Professional,Ready in 1-2 Years,High,No,64,4.54,No,Yes,MGR0007,2020-12-14
TM00692,EMP00768,2021,Mid-Year,Marketing,L4,Meets,High,Question Mark,Ready in 3+ Years,Low,No,76,2.87,No,No,MGR0041,2020-05-12
TM00693,EMP00826,2021,Mid-Year,Marketing,L7,Meets,Low,Star,Ready in 1-2 Years,Medium,No,75,2.81,Yes,No,MGR0041,2022-06-08
TM00694,EMP00258,2021,Q3,Operations,L4,Exceeds,High,Question Mark,Ready Now,Low,No,68,3.99,No,No,MGR0030,2022-07-09
TM00695,EMP00629,2021,Q3,Operations,L5,Partially Meets,Low,Trusted Professional,Ready in 3+ Years,Medium,No,99,1.7,Yes,No,MGR0007,2025-10-11
TM00696,EMP00153,2022,Mid-Year,HR,L1,Does Not Meet,High,Trusted Professional,Ready in 1-2 Years,Low,No,99,4.07,Yes,Yes,MGR0047,2021-04-06
TM00697,EMP00819,2026,Mid-Year,Sales,L4,Does Not Meet,Low,Star,Ready in 1-2 Years,Medium,No,81,1.97,No,Yes,MGR0028,2023-05-26
TM00698,EMP01187,2023,Annual,Design,L4,Does Not Meet,Medium,Star,Ready Now,High,No,96,2.07,Yes,Yes,MGR0009,2026-06-30
TM00699,EMP00191,2024,Q3,Finance,L1,Meets,Low,High Potential,Ready in 1-2 Years,High,No,67,1.99,Yes,No,MGR0045,2021-09-13
TM00700,EMP00122,2020,Annual,Customer Success,L1,Exceeds,High,Core Player,Ready Now,Low,Yes,61,2.28,Yes,Yes,MGR0011,2026-06-04
TM00701,EMP00629,2022,Q3,Data Science,L5,Partially Meets,Low,Underperformer,Ready in 3+ Years,Medium,No,94,3.64,No,No,MGR0023,2020-02-06
TM00702,EMP00343,2026,Annual,Customer Success,L6,Exceeds,Low,Underperformer,Ready in 3+ Years,Low,No,83,2.74,No,No,MGR0005,2023-08-15
TM00703,EMP00456,2021,Q1,Engineering,L4,Exceeds,Low,Core Player,Ready Now,Low,No,61,4.58,No,No,MGR0006,2025-09-30
TM00704,EMP01099,2020,Mid-Year,Finance,L7,Meets,Medium,Question Mark,Ready in 1-2 Years,Low,Yes,97,3.1,No,Yes,MGR0018,2026-01-26
TM00705,EMP00665,2025,Annual,Finance,L5,Exceeds,Medium,Trusted Professional,Ready in 3+ Years,Medium,No,82,1.79,No,Yes,MGR0018,2022-06-12
TM00706,EMP00572,2023,Mid-Year,Product,L2,Meets,Medium,Solid Contributor,Ready in 1-2 Years,High,No,64,3.2,No,No,MGR0005,2022-09-12
TM00707,EMP01106,2020,Q3,HR,L6,Meets,High,Underperformer,Not Identified,Low,No,60,2.51,No,No,MGR0027,2020-06-15
TM00708,EMP00271,2024,Q3,Customer Success,L2,Meets,Low,Core Player,Ready in 1-2 Years,Low,No,73,1.91,No,Yes,MGR0018,2021-09-28
TM00709,EMP00080,2020,Mid-Year,Data Science,L6,Does Not Meet,Low,Rough Diamond,Ready in 3+ Years,Medium,Yes,81,4.8,No,No,MGR0005,2021-09-22
TM00710,EMP01073,2020,Q1,Customer Success,L3,Does Not Meet,Low,High Potential,Ready in 1-2 Years,Low,No,73,2.59,No,No,MGR0038,2025-11-02
TM00711,EMP00863,2022,Q1,HR,L3,Does Not Meet,Low,Rough Diamond,Not Identified,High,No,64,3.03,Yes,Yes,MGR0043,2021-01-17
TM00712,EMP00309,2026,Annual,Sales,L1,Exceeds,Low,Star,Ready Now,Medium,Yes,73,3.57,Yes,No,MGR0013,2021-01-10
TM00713,EMP01015,2021,Q1,HR,L3,Meets,High,Question Mark,Ready Now,Medium,Yes,78,4.34,No,Yes,MGR0004,2023-10-24
TM00714,EMP00579,2026,Q1,Product,L2,Meets,Medium,Rough Diamond,Ready in 3+ Years,Medium,Yes,57,2.89,Yes,Yes,MGR0050,2025-02-15
TM00715,EMP00668,2020,Mid-Year,Data Science,L7,Does Not Meet,Medium,Star,Ready in 3+ Years,Low,No,88,1.8,No,No,MGR0010,2024-12-31
TM00716,EMP00216,2024,Q3,IT,L4,Exceeds,Low,Rough Diamond,Not Identified,Low,No,66,4.8,Yes,Yes,MGR0034,2024-03-16
TM00717,EMP01022,2023,Mid-Year,IT,L4,Meets,Low,Question Mark,Not Identified,High,No,96,1.47,Yes,Yes,MGR0012,2023-04-21
TM00718,EMP00881,2026,Mid-Year,Engineering,L5,Exceeds,High,Underperformer,Not Identified,Medium,Yes,68,2.43,Yes,Yes,MGR0038,2024-11-30
TM00719,EMP00412,2022,Mid-Year,Design,L4,Meets,Medium,Question Mark,Not Identified,Low,No,74,2.28,No,Yes,MGR0004,2021-02-13
TM00720,EMP00818,2023,Q3,Finance,L3,Exceeds,Medium,Star,Not Identified,Medium,Yes,82,4.93,No,No,MGR0047,2025-12-30
TM00721,EMP00147,2020,Mid-Year,Data Science,L1,Does Not Meet,Low,Star,Ready Now,Low,No,68,4.25,No,Yes,MGR0025,2021-10-29
TM00722,EMP00462,2022,Mid-Year,Customer Success,L3,Does Not Meet,High,Question Mark,Ready Now,Low,No,85,4.89,Yes,Yes,MGR0044,2021-01-01
TM00723,EMP00685,2026,Mid-Year,Finance,L4,Meets,Low,Question Mark,Not Identified,High,No,54,3.7,No,Yes,MGR0009,2022-04-08
TM00724,EMP00415,2024,Mid-Year,Data Science,L4,Does Not Meet,Medium,Solid Contributor,Ready Now,High,No,92,4.86,Yes,Yes,MGR0036,2023-09-19
TM00725,EMP01173,2022,Mid-Year,Data Science,L3,Exceeds,Medium,Question Mark,Ready Now,Low,No,73,4.94,Yes,No,MGR0013,2024-06-03
TM00726,EMP00854,2020,Q1,Customer Success,L6,Exceeds,High,Underperformer,Ready in 1-2 Years,Medium,No,56,1.95,No,No,MGR0016,2023-05-06
TM00727,EMP00375,2022,Q1,IT,L7,Exceeds,High,Underperformer,Ready in 1-2 Years,Low,No,85,4.95,No,No,MGR0013,2023-05-06
TM00728,EMP00235,2020,Q1,Operations,L7,Does Not Meet,High,High Potential,Ready Now,Low,No,53,3.11,Yes,No,MGR0042,2022-02-27
TM00729,EMP00013,2023,Mid-Year,Operations,L1,Partially Meets,High,Trusted Professional,Ready in 3+ Years,High,No,73,3.76,Yes,Yes,MGR0048,2023-02-04
TM00730,EMP01106,2023,Annual,Design,L4,Meets,Low,Underperformer,Ready Now,Medium,Yes,58,1.28,No,Yes,MGR0032,2022-03-18
TM00731,EMP00831,2023,Mid-Year,Design,L5,Exceeds,Medium,Star,Not Identified,Medium,No,64,1.78,Yes,No,MGR0001,2024-05-09
TM00732,EMP00409,2020,Mid-Year,Operations,L5,Meets,Medium,Rough Diamond,Ready in 1-2 Years,Low,Yes,74,4.77,Yes,Yes,MGR0019,2024-10-07
TM00733,EMP00869,2020,Annual,Product,L3,Does Not Meet,Medium,Inconsistent Player,Not Identified,Low,No,86,3.09,No,No,MGR0020,2024-11-13
TM00734,EMP00425,2021,Annual,Design,L2,Meets,Medium,Solid Contributor,Ready in 3+ Years,Low,Yes,85,1.09,No,Yes,MGR0044,2023-03-06
TM00735,EMP00811,2021,Mid-Year,Finance,L1,Meets,Low,Core Player,Ready Now,High,No,70,1.07,No,Yes,MGR0029,2025-04-09
TM00736,EMP00489,2022,Annual,Marketing,L7,Exceeds,Medium,Solid Contributor,Ready in 1-2 Years,Medium,No,79,3.12,No,No,MGR0039,2022-05-29
TM00737,EMP01001,2023,Q3,Sales,L3,Does Not Meet,Low,Inconsistent Player,Not Identified,Low,No,83,3.76,No,Yes,MGR0033,2024-05-07
TM00738,EMP00320,2024,Q1,Legal,L3,Partially Meets,Medium,Star,Ready in 1-2 Years,Low,Yes,58,4.58,No,Yes,MGR0011,2020-09-21
TM00739,EMP00781,2026,Annual,Legal,L4,Meets,High,Core Player,Not Identified,Low,Yes,87,3.8,Yes,Yes,MGR0002,2024-02-10
TM00740,EMP01146,2023,Mid-Year,HR,L2,Exceeds,Medium,Solid Contributor,Ready Now,Low,No,98,3.76,Yes,Yes,MGR0049,2022-01-25
TM00741,EMP00272,2024,Q3,IT,L7,Exceeds,Low,Inconsistent Player,Ready in 1-2 Years,High,No,81,3.93,Yes,No,MGR0012,2021-01-17
TM00742,EMP00620,2026,Mid-Year,Design,L5,Partially Meets,High,High Potential,Ready in 1-2 Years,Medium,Yes,80,4.91,No,Yes,MGR0029,2025-09-29
TM00743,EMP00944,2025,Annual,Finance,L4,Does Not Meet,Low,Question Mark,Ready Now,Medium,No,67,1.51,No,No,MGR0004,2023-09-27
TM00744,EMP00484,2021,Q3,Customer Success,L7,Partially Meets,Medium,Solid Contributor,Ready Now,High,No,83,4.71,No,Yes,MGR0035,2024-02-13
TM00745,EMP00548,2023,Q3,Marketing,L2,Meets,High,Question Mark,Not Identified,High,Yes,97,4.58,No,Yes,MGR0027,2021-02-12
TM00746,EMP00713,2021,Mid-Year,Engineering,L4,Partially Meets,Medium,Inconsistent Player,Ready in 3+ Years,Low,No,80,3.98,No,No,MGR0034,2024-06-13
TM00747,EMP00672,2026,Q1,Marketing,L4,Partially Meets,High,Trusted Professional,Ready in 3+ Years,Low,Yes,77,3.13,No,No,MGR0003,2021-07-14
TM00748,EMP00131,2026,Q1,Customer Success,L3,Meets,Medium,Question Mark,Ready Now,Medium,No,75,2.75,No,Yes,MGR0005,2020-03-06
TM00749,EMP00854,2022,Annual,Operations,L5,Partially Meets,High,Question Mark,Ready in 1-2 Years,Medium,No,72,4.74,No,Yes,MGR0043,2023-11-17
TM00750,EMP00254,2023,Mid-Year,Sales,L3,Meets,High,Star,Ready in 1-2 Years,High,No,82,1.31,Yes,No,MGR0039,2025-12-11
TM00751,EMP00266,2022,Q3,Sales,L6,Meets,Medium,Inconsistent Player,Not Identified,Medium,No,90,1.18,Yes,Yes,MGR0020,2021-05-04
TM00752,EMP00318,2022,Annual,Operations,L1,Meets,Low,Core Player,Ready Now,Medium,Yes,97,4.56,Yes,Yes,MGR0015,2022-09-17
TM00753,EMP01172,2023,Mid-Year,Finance,L7,Exceeds,Medium,Question Mark,Ready in 1-2 Years,Medium,No,70,2.01,No,Yes,MGR0004,2025-04-20
TM00754,EMP00003,2021,Annual,Data Science,L7,Exceeds,High,Inconsistent Player,Ready in 3+ Years,High,No,82,1.25,Yes,No,MGR0044,2021-03-13
TM00755,EMP00507,2021,Q3,Operations,L5,Meets,Medium,Trusted Professional,Not Identified,Low,No,93,1.96,No,No,MGR0040,2024-06-14
TM00756,EMP01105,2026,Q3,Data Science,L6,Does Not Meet,Low,Rough Diamond,Ready in 1-2 Years,Medium,No,83,4.36,No,No,MGR0012,2025-07-23
TM00757,EMP00936,2025,Q1,Data Science,L2,Meets,Medium,Question Mark,Ready Now,Low,No,63,4.67,No,No,MGR0030,2026-05-28
TM00758,EMP00450,2023,Mid-Year,Sales,L7,Exceeds,High,Solid Contributor,Ready in 1-2 Years,Low,Yes,53,2.76,Yes,Yes,MGR0019,2024-01-22
TM00759,EMP00757,2023,Q3,Data Science,L7,Exceeds,Low,Solid Contributor,Not Identified,High,No,99,1.27,No,No,MGR0049,2025-06-07
TM00760,EMP00647,2026,Annual,Sales,L6,Meets,Low,Trusted Professional,Ready in 1-2 Years,Medium,No,92,2.79,Yes,Yes,MGR0035,2024-01-17
TM00761,EMP00683,2025,Q3,Operations,L3,Meets,High,Solid Contributor,Ready Now,Low,No,100,3.22,No,No,MGR0028,2023-01-08
TM00762,EMP00803,2024,Q3,Customer Success,L6,Partially Meets,Low,High Potential,Not Identified,Medium,Yes,84,1.68,Yes,Yes,MGR0002,2020-03-10
TM00763,EMP00545,2021,Annual,Legal,L7,Partially Meets,Low,Star,Ready in 3+ Years,High,No,86,1.57,Yes,No,MGR0004,2023-12-08
TM00764,EMP00891,2025,Q3,Engineering,L7,Partially Meets,Medium,Star,Not Identified,Low,No,60,2.86,No,No,MGR0013,2024-11-20
TM00765,EMP00023,2020,Mid-Year,HR,L1,Meets,Medium,Underperformer,Not Identified,High,No,78,2.55,No,No,MGR0035,2025-10-14
TM00766,EMP00226,2021,Annual,Marketing,L5,Partially Meets,Low,Underperformer,Ready in 3+ Years,Medium,No,66,3.1,Yes,No,MGR0008,2022-09-13
TM00767,EMP00420,2024,Q1,Operations,L3,Meets,Medium,Star,Ready in 3+ Years,Low,Yes,75,4.3,Yes,No,MGR0024,2021-04-11
TM00768,EMP00115,2026,Annual,Product,L7,Does Not Meet,Medium,Solid Contributor,Not Identified,Medium,No,99,1.9,Yes,No,MGR0007,2026-03-16
TM00769,EMP00004,2025,Mid-Year,Operations,L2,Meets,Low,Inconsistent Player,Ready in 3+ Years,Medium,No,82,1.24,Yes,No,MGR0013,2020-11-10
TM00770,EMP01078,2020,Annual,IT,L5,Partially Meets,High,Inconsistent Player,Ready Now,Low,No,72,3.48,No,Yes,MGR0021,2020-12-15
TM00771,EMP00188,2020,Mid-Year,Customer Success,L1,Exceeds,Medium,Core Player,Ready in 3+ Years,Low,No,50,1.5,Yes,No,MGR0043,2020-07-25
TM00772,EMP00252,2026,Mid-Year,HR,L3,Does Not Meet,High,High Potential,Ready in 1-2 Years,Low,No,55,2.39,No,Yes,MGR0021,2023-02-11
TM00773,EMP00692,2025,Mid-Year,Customer Success,L7,Meets,Medium,Trusted Professional,Ready in 3+ Years,Low,Yes,55,3.49,No,Yes,MGR0009,2021-01-17
TM00774,EMP00449,2024,Q3,Customer Success,L4,Exceeds,Low,Core Player,Ready in 1-2 Years,Low,No,99,2.28,No,Yes,MGR0010,2021-04-25
TM00775,EMP00017,2022,Mid-Year,Finance,L1,Does Not Meet,High,Solid Contributor,Ready in 3+ Years,Low,Yes,89,3.12,No,No,MGR0020,2026-07-07
TM00776,EMP00423,2025,Q3,HR,L1,Does Not Meet,High,Star,Ready Now,Low,No,89,3.4,Yes,Yes,MGR0039,2022-08-16
TM00777,EMP00532,2020,Annual,Data Science,L3,Exceeds,Medium,Inconsistent Player,Ready in 1-2 Years,High,No,79,4.25,No,Yes,MGR0002,2020-07-11
TM00778,EMP00213,2023,Q1,Legal,L1,Does Not Meet,Low,Core Player,Ready in 3+ Years,Low,No,52,3.08,No,No,MGR0017,2020-07-21
TM00779,EMP00499,2020,Q1,Operations,L7,Meets,Low,Inconsistent Player,Not Identified,Medium,Yes,88,1.04,No,Yes,MGR0046,2024-05-21
TM00780,EMP00686,2022,Mid-Year,Customer Success,L3,Meets,High,High Potential,Not Identified,Medium,No,91,4.1,No,Yes,MGR0015,2024-05-10
TM00781,EMP00854,2021,Q1,Operations,L5,Partially Meets,High,Rough Diamond,Ready in 1-2 Years,Low,No,71,4.17,Yes,No,MGR0045,2025-05-13
TM00782,EMP00537,2026,Annual,Product,L4,Partially Meets,Medium,Star,Not Identified,Low,No,72,3.84,Yes,No,MGR0018,2025-02-19
TM00783,EMP01180,2022,Annual,Product,L4,Meets,High,Question Mark,Ready in 1-2 Years,Medium,No,65,3.21,No,No,MGR0005,2023-03-09
TM00784,EMP00116,2025,Q1,IT,L3,Does Not Meet,High,Solid Contributor,Ready Now,Low,Yes,85,2.84,Yes,Yes,MGR0006,2020-01-27
TM00785,EMP00320,2024,Q1,Customer Success,L1,Meets,High,Trusted Professional,Ready in 1-2 Years,High,No,68,2.55,Yes,Yes,MGR0034,2025-03-05
TM00786,EMP00402,2023,Q1,Product,L5,Partially Meets,High,Core Player,Ready in 3+ Years,High,No,65,3.48,Yes,No,MGR0038,2025-10-25
TM00787,EMP00963,2022,Annual,Finance,L3,Partially Meets,Medium,Inconsistent Player,Ready Now,Low,No,61,4.78,No,Yes,MGR0049,2024-09-06
TM00788,EMP01117,2021,Q3,Design,L2,Does Not Meet,Low,Star,Ready in 3+ Years,Medium,No,79,2.24,No,Yes,MGR0002,2022-02-06
TM00789,EMP00696,2026,Annual,Engineering,L6,Meets,Low,Inconsistent Player,Not Identified,Low,No,52,1.24,No,No,MGR0009,2023-03-27
TM00790,EMP00146,2024,Q3,Data Science,L5,Does Not Meet,High,Underperformer,Ready in 3+ Years,High,No,80,3.04,No,Yes,MGR0038,2024-01-13
TM00791,EMP00758,2025,Annual,Design,L7,Does Not Meet,High,Trusted Professional,Ready Now,Low,No,71,4.88,Yes,No,MGR0050,2026-06-01
TM00792,EMP00317,2024,Q3,IT,L1,Meets,Low,Solid Contributor,Ready in 1-2 Years,High,No,97,2.77,Yes,Yes,MGR0035,2023-12-18
TM00793,EMP00219,2021,Annual,Operations,L4,Meets,Medium,Core Player,Ready Now,High,No,56,2.65,No,Yes,MGR0005,2026-03-04
TM00794,EMP01175,2021,Mid-Year,Customer Success,L1,Partially Meets,Medium,Core Player,Ready in 3+ Years,Medium,No,63,1.59,No,Yes,MGR0041,2022-04-17
TM00795,EMP01072,2025,Q1,Engineering,L4,Meets,Medium,Inconsistent Player,Ready in 1-2 Years,Low,No,60,4.85,No,No,MGR0007,2021-09-17
TM00796,EMP00415,2022,Q3,Sales,L5,Does Not Meet,High,Trusted Professional,Ready in 3+ Years,Medium,No,58,1.81,Yes,No,MGR0008,2025-03-16
TM00797,EMP00202,2025,Q1,Finance,L7,Does Not Meet,Medium,Trusted Professional,Not Identified,High,No,69,4.11,No,No,MGR0017,2021-10-08
TM00798,EMP00020,2025,Q3,Sales,L3,Meets,Medium,Rough Diamond,Ready in 1-2 Years,High,Yes,84,1.61,Yes,Yes,MGR0008,2020-08-30
TM00799,EMP00684,2020,Mid-Year,Finance,L6,Does Not Meet,Medium,Core Player,Ready Now,Low,Yes,76,1.87,No,No,MGR0031,2021-05-13
TM00800,EMP01075,2022,Annual,Finance,L3,Partially Meets,Medium,Solid Contributor,Ready in 1-2 Years,Low,No,85,4.65,No,No,MGR0025,2025-08-25
TM00801,EMP00160,2023,Mid-Year,Finance,L7,Meets,Medium,Solid Contributor,Not Identified,Medium,No,55,4.08,Yes,No,MGR0023,2025-05-17
TM00802,EMP00756,2021,Annual,Data Science,L6,Meets,Medium,Inconsistent Player,Not Identified,High,No,67,4.63,No,Yes,MGR0014,2025-01-11
TM00803,EMP00520,2026,Mid-Year,IT,L4,Does Not Meet,High,Rough Diamond,Ready Now,Medium,No,93,3.64,No,Yes,MGR0003,2020-11-06
TM00804,EMP00760,2020,Q1,Product,L3,Partially Meets,Low,Star,Not Identified,Low,Yes,66,4.41,No,No,MGR0021,2024-12-15
TM00805,EMP00200,2025,Annual,Data Science,L3,Does Not Meet,Medium,Inconsistent Player,Ready Now,Low,No,98,3.77,No,No,MGR0006,2020-05-06
TM00806,EMP00547,2022,Q3,Customer Success,L3,Does Not Meet,Low,Question Mark,Ready in 3+ Years,Medium,No,98,4.36,Yes,Yes,MGR0048,2024-07-02
TM00807,EMP01054,2024,Q3,Finance,L5,Meets,Low,Question Mark,Ready in 1-2 Years,High,No,96,4.26,Yes,Yes,MGR0037,2020-03-29
TM00808,EMP00223,2024,Annual,Finance,L4,Partially Meets,High,Trusted Professional,Not Identified,Low,No,50,3.09,No,Yes,MGR0025,2023-09-29
TM00809,EMP00462,2024,Mid-Year,Finance,L1,Meets,High,Inconsistent Player,Ready in 3+ Years,High,Yes,79,2.1,No,Yes,MGR0014,2022-01-03
TM00810,EMP00531,2020,Mid-Year,Operations,L6,Meets,High,Trusted Professional,Ready in 3+ Years,High,Yes,93,3.86,No,No,MGR0045,2024-11-08
TM00811,EMP00414,2024,Q3,Data Science,L5,Partially Meets,Medium,Core Player,Not Identified,Medium,No,99,3.79,Yes,No,MGR0010,2025-04-23
TM00812,EMP00602,2025,Q3,Engineering,L3,Partially Meets,Medium,Solid Contributor,Ready Now,Low,No,90,2.76,No,Yes,MGR0024,2025-02-27
TM00813,EMP01096,2025,Q3,Marketing,L5,Meets,High,Rough Diamond,Ready Now,High,No,51,3.39,Yes,Yes,MGR0038,2025-01-31
TM00814,EMP00426,2026,Q1,Operations,L7,Meets,High,Underperformer,Not Identified,Low,Yes,97,1.55,Yes,Yes,MGR0041,2024-09-24
TM00815,EMP00524,2026,Q3,Finance,L1,Partially Meets,High,Rough Diamond,Not Identified,Low,No,86,2.25,Yes,Yes,MGR0031,2022-12-21
TM00816,EMP00182,2021,Annual,Design,L3,Meets,Medium,High Potential,Ready in 1-2 Years,Low,No,63,3.96,No,No,MGR0010,2023-01-29
TM00817,EMP00200,2020,Q3,Sales,L7,Meets,Low,Rough Diamond,Ready Now,Medium,No,54,2.74,Yes,Yes,MGR0046,2024-10-06
TM00818,EMP00149,2023,Q1,Legal,L4,Meets,Low,Rough Diamond,Ready Now,Low,No,54,1.03,No,Yes,MGR0008,2023-02-12
TM00819,EMP00676,2023,Mid-Year,Legal,L5,Meets,High,Inconsistent Player,Ready in 1-2 Years,Medium,Yes,59,2.22,No,No,MGR0025,2025-03-01
TM00820,EMP01019,2025,Mid-Year,Product,L5,Does Not Meet,Low,Star,Ready Now,Low,No,82,4.64,No,Yes,MGR0024,2025-08-04
TM00821,EMP01130,2020,Mid-Year,Marketing,L2,Exceeds,High,Question Mark,Ready in 3+ Years,Low,No,93,1.66,Yes,Yes,MGR0010,2024-03-26
TM00822,EMP00438,2023,Annual,Finance,L3,Meets,Low,Star,Ready in 3+ Years,High,No,82,3.37,Yes,No,MGR0031,2023-09-30
TM00823,EMP00452,2026,Q1,Engineering,L7,Meets,Low,Rough Diamond,Not Identified,Low,Yes,68,4.44,Yes,Yes,MGR0045,2025-10-16
TM00824,EMP00365,2021,Mid-Year,Legal,L4,Does Not Meet,High,Trusted Professional,Not Identified,Low,No,94,1.33,Yes,No,MGR0007,2025-12-11
TM00825,EMP00906,2023,Q3,Finance,L4,Partially Meets,High,Star,Ready in 1-2 Years,Low,No,94,2.52,No,No,MGR0025,2024-12-21
TM00826,EMP01114,2024,Q1,Operations,L1,Exceeds,Medium,Solid Contributor,Not Identified,Medium,No,58,2.46,No,No,MGR0008,2025-07-07
TM00827,EMP01140,2021,Q3,Customer Success,L5,Does Not Meet,High,High Potential,Ready Now,High,No,56,2.95,No,Yes,MGR0008,2024-03-19
TM00828,EMP00811,2026,Q1,Customer Success,L5,Partially Meets,Low,Star,Ready in 1-2 Years,Medium,No,64,2.12,Yes,No,MGR0043,2023-12-01
TM00829,EMP00167,2025,Mid-Year,Legal,L2,Exceeds,Low,Solid Contributor,Not Identified,Low,No,74,1.02,Yes,No,MGR0031,2021-04-12
TM00830,EMP00566,2020,Q3,Engineering,L6,Does Not Meet,Medium,Star,Ready Now,Low,No,50,4.45,No,Yes,MGR0019,2026-04-16
TM00831,EMP01158,2022,Q3,Operations,L3,Meets,High,Rough Diamond,Not Identified,Low,No,66,3.79,No,No,MGR0030,2024-06-05
TM00832,EMP00143,2024,Annual,Product,L7,Does Not Meet,Low,Question Mark,Ready in 3+ Years,High,No,67,4.72,Yes,Yes,MGR0049,2020-03-01
TM00833,EMP00063,2022,Annual,Engineering,L5,Meets,Medium,Inconsistent Player,Ready in 3+ Years,Low,No,64,1.6,Yes,Yes,MGR0032,2025-11-22
TM00834,EMP00530,2026,Annual,Operations,L1,Partially Meets,Medium,Core Player,Not Identified,Low,No,62,4.78,Yes,Yes,MGR0027,2025-11-13
TM00835,EMP00412,2025,Q3,Design,L2,Exceeds,Low,Solid Contributor,Not Identified,Low,Yes,62,3.42,Yes,Yes,MGR0030,2023-01-30
TM00836,EMP00904,2025,Q1,Sales,L3,Meets,High,Question Mark,Ready in 3+ Years,Low,No,83,1.26,No,No,MGR0023,2021-05-29
TM00837,EMP00081,2024,Q3,Marketing,L1,Partially Meets,Medium,Rough Diamond,Ready in 3+ Years,Medium,Yes,78,1.12,Yes,Yes,MGR0035,2021-08-26
TM00838,EMP01159,2022,Q3,Design,L7,Meets,Medium,Trusted Professional,Not Identified,Medium,Yes,82,4.46,Yes,Yes,MGR0041,2025-12-11
TM00839,EMP00489,2026,Q3,Engineering,L2,Exceeds,Low,Rough Diamond,Ready in 1-2 Years,Low,No,53,4.73,No,Yes,MGR0047,2024-08-01
TM00840,EMP00717,2026,Q3,Engineering,L4,Exceeds,Low,Underperformer,Ready Now,Low,No,61,1.19,Yes,No,MGR0033,2025-07-27
TM00841,EMP00185,2026,Q1,Customer Success,L1,Meets,High,Star,Ready in 1-2 Years,Low,No,59,3.94,No,No,MGR0023,2025-10-12
TM00842,EMP00074,2023,Mid-Year,HR,L5,Meets,Medium,Trusted Professional,Ready Now,Low,No,63,2.09,No,No,MGR0005,2024-09-29
TM00843,EMP01073,2026,Q1,Product,L3,Meets,Low,Question Mark,Not Identified,Medium,No,62,1.25,Yes,Yes,MGR0036,2025-03-20
TM00844,EMP00746,2026,Annual,Data Science,L2,Does Not Meet,Low,High Potential,Ready in 3+ Years,High,No,97,4.48,Yes,Yes,MGR0026,2022-02-02
TM00845,EMP00381,2025,Q3,IT,L4,Partially Meets,Medium,Core Player,Ready Now,High,Yes,58,3.03,No,No,MGR0040,2025-02-07
TM00846,EMP00127,2025,Q3,Data Science,L2,Exceeds,High,Trusted Professional,Ready in 1-2 Years,Low,Yes,97,3.13,Yes,No,MGR0014,2021-11-08
TM00847,EMP01011,2024,Q1,Sales,L5,Partially Meets,Medium,High Potential,Ready in 3+ Years,Low,No,68,4.68,No,No,MGR0045,2025-07-22
TM00848,EMP00960,2023,Q3,IT,L7,Does Not Meet,High,Inconsistent Player,Ready in 1-2 Years,Medium,No,85,1.46,No,Yes,MGR0002,2025-06-24
TM00849,EMP00203,2026,Q1,Design,L6,Does Not Meet,Low,Rough Diamond,Ready in 1-2 Years,Low,No,55,3.35,Yes,Yes,MGR0003,2020-02-09
TM00850,EMP01183,2024,Mid-Year,Legal,L7,Meets,Low,Underperformer,Ready in 3+ Years,Medium,No,74,2.68,No,No,MGR0013,2026-04-02
TM00851,EMP00928,2026,Annual,Operations,L4,Does Not Meet,Low,Inconsistent Player,Not Identified,High,No,83,2.91,No,Yes,MGR0048,2025-01-10
TM00852,EMP00955,2024,Mid-Year,IT,L2,Exceeds,Medium,Question Mark,Not Identified,Low,No,74,3.4,Yes,Yes,MGR0022,2021-05-22
TM00853,EMP00374,2023,Annual,Finance,L3,Does Not Meet,High,High Potential,Ready in 3+ Years,Medium,No,83,1.16,Yes,Yes,MGR0010,2025-04-08
TM00854,EMP00482,2022,Mid-Year,HR,L3,Does Not Meet,Medium,Solid Contributor,Ready Now,Medium,No,69,3.32,No,No,MGR0035,2023-11-02
TM00855,EMP00362,2023,Q1,Legal,L3,Meets,Low,Star,Ready in 3+ Years,Medium,No,65,4.58,No,No,MGR0016,2025-07-29
TM00856,EMP00308,2022,Q3,Finance,L7,Meets,High,High Potential,Ready Now,Medium,No,85,1.17,No,Yes,MGR0047,2023-05-21
TM00857,EMP00210,2025,Q1,Finance,L2,Partially Meets,Low,High Potential,Not Identified,Medium,No,100,3.6,No,No,MGR0035,2022-10-07
TM00858,EMP01103,2026,Q1,Marketing,L1,Meets,Low,Underperformer,Not Identified,Low,No,75,2.97,Yes,Yes,MGR0050,2022-02-15
TM00859,EMP00577,2020,Annual,Sales,L7,Meets,High,High Potential,Ready Now,Low,No,83,3.06,Yes,No,MGR0011,2023-03-06
