Job_ID,Job_Title,Job_Family,Job_Subfamily,Career_Track,Band,Band_Number,Grade,FLSA_Classification,EEO_Category,Pay_Range_Min_USD,Pay_Range_Mid_USD,Pay_Range_Max_USD,Bonus_Target_Pct,Equity_Eligible,Remote_Eligible,Span_Of_Control_Min,Span_Of_Control_Max,Typical_Years_In_Role,Succession_Critical,External_Benchmark_Source,Market_Positioning,Headcount_Current,Headcount_Target,Open_Requisitions,Last_Reviewed_Date,Job_Architecture_Version
JOB-2108,Associate Product Manager,Product,Product - Core,Management,Band 2 - Junior,2,G2C,Non-Exempt,Managers,58953,71159,83365,40,Yes,No,6,19,3,No,Aon Hewitt,50th Percentile,17,387,6,2025-01-16,JA-2026.1
JOB-2109,Senior Counsel,Legal & Compliance,Legal & Compliance - Core,Individual Contributor,Band 6 - Principal,6,G6B,Exempt,Administrative Support,191394,222460,253527,25,Yes,Yes,0,0,3,No,Radford,75th Percentile,69,6,10,2025-03-03,JA-2026.1
JOB-2110,VP Marketing,Marketing,Marketing - Core,Management,Band 7 - Director,7,G7A,Exempt,Administrative Support,239787,304928,370070,30,Yes,Yes,3,13,6,Yes,Aon Hewitt,75th Percentile,63,127,15,2025-08-05,JA-2026.1
JOB-2111,Operations Analyst,Operations,Operations - Core,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Administrative Support,48897,53879,58862,30,No,Yes,0,0,5,No,Culpepper,50th Percentile,347,380,5,2025-10-01,JA-2026.1
JOB-2112,Senior Sales Manager,Sales,Sales - Core,Management,Band 5 - Lead,5,G5B,Exempt,Professionals,156810,183272,209735,20,Yes,Yes,5,9,1,No,Willis Towers Watson,75th Percentile,263,23,16,2025-07-10,JA-2026.1
JOB-2113,Principal PM,Product,Product - Core,Technical Specialist,Band 5 - Lead,5,G5C,Exempt,Officials & Managers,155233,182380,209528,10,Yes,No,0,0,2,Yes,Aon Hewitt,65th Percentile,149,238,1,2025-06-11,JA-2026.1
JOB-2114,Product Analyst,Product,Product - Core,Individual Contributor,Band 1 - Entry,1,G1B,Non-Exempt,Administrative Support,48786,56091,63396,25,Yes,Yes,0,0,3,No,Culpepper,50th Percentile,96,81,9,2025-12-13,JA-2026.1
JOB-2115,Distinguished Engineer,Engineering,Engineering - Operations,Technical Specialist,Band 5 - Lead,5,G5C,Exempt,Technicians,147080,174925,202771,0,Yes,Yes,0,0,1,Yes,Aon Hewitt,75th Percentile,99,344,8,2025-08-06,JA-2026.1
JOB-2116,Director Sales,Sales,Sales - Specialist,Management,Band 6 - Principal,6,G6B,Exempt,Administrative Support,178664,234340,290016,25,Yes,Hybrid,5,19,3,No,Mercer,75th Percentile,374,203,1,2025-06-08,JA-2026.1
JOB-2117,Senior Product Manager,Product,Product - Specialist,Management,Band 4 - Senior,4,G4A,Exempt,Professionals,102599,133133,163668,10,No,No,5,19,4,No,Mercer,65th Percentile,272,79,6,2025-11-12,JA-2026.1
JOB-2118,Senior Marketing Specialist,Marketing,Marketing - Core,Individual Contributor,Band 3 - Mid,3,G3A,Exempt,Professionals,73759,100118,126478,0,No,Hybrid,0,0,2,Yes,Willis Towers Watson,50th Percentile,61,243,16,2025-06-08,JA-2026.1
JOB-2119,VP Sales,Sales,Sales - Operations,Management,Band 7 - Director,7,G7A,Exempt,Professionals,227923,305038,382154,40,Yes,Yes,3,18,2,Yes,Radford,65th Percentile,378,320,4,2025-05-06,JA-2026.1
JOB-2120,Operations Analyst,Operations,Operations - Core,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Administrative Support,42786,56604,70422,30,No,Yes,0,0,5,No,Culpepper,50th Percentile,118,418,7,2025-10-01,JA-2026.1
JOB-2121,Director of Analytics,Data Science,Data Science - Core,Executive,Band 8 - VP,8,G8B,Exempt,Officials & Managers,333019,433110,533201,30,Yes,Yes,5,12,2,Yes,Willis Towers Watson,65th Percentile,328,74,0,2025-09-03,JA-2026.1
JOB-2122,Senior HR Manager,People & HR,People & HR - Core,Management,Band 6 - Principal,6,G6B,Exempt,Technicians,203671,231719,259768,10,Yes,Yes,5,20,5,No,Willis Towers Watson,50th Percentile,196,227,18,2025-02-07,JA-2026.1
JOB-2123,Director Product,Product,Product - Core,Management,Band 7 - Director,7,G7B,Exempt,Professionals,271480,337531,403583,10,Yes,Yes,3,9,6,Yes,Aon Hewitt,65th Percentile,256,463,20,2025-06-23,JA-2026.1
JOB-2124,Chief Customer Officer,Customer Experience,Customer Experience - Core,Individual Contributor,Band 7 - Director,7,G7A,Exempt,Technicians,265585,315897,366210,10,Yes,No,0,0,1,Yes,Culpepper,65th Percentile,190,117,20,2025-09-22,JA-2026.1
JOB-2125,Software Engineer,Engineering,Engineering - Specialist,Individual Contributor,Band 1 - Entry,1,G1A,Non-Exempt,Administrative Support,45115,54029,62944,10,Yes,Yes,0,0,2,Yes,Willis Towers Watson,75th Percentile,353,68,13,2025-12-25,JA-2026.1
JOB-2126,VP Operations,Operations,Operations - Operations,Management,Band 6 - Principal,6,G6A,Exempt,Administrative Support,204844,233943,263043,20,Yes,Yes,4,14,5,Yes,Willis Towers Watson,65th Percentile,400,195,23,2025-06-26,JA-2026.1
JOB-2127,Talent Acquisition Specialist,People & HR,People & HR - Core,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Technicians,484498,867505,1250513,30,Yes,Yes,3,18,1,Yes,Culpepper,65th Percentile,394,370,2,2025-03-26,JA-2026.1
JOB-2128,Sales Engineer,Sales,Sales - Operations,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Technicians,530948,870941,1210935,0,Yes,Yes,4,8,3,Yes,Willis Towers Watson,65th Percentile,73,391,3,2025-05-28,JA-2026.1
JOB-2129,Operations Specialist,Operations,Operations - Core,Individual Contributor,Band 2 - Junior,2,G2A,Non-Exempt,Administrative Support,65242,78412,91583,25,Yes,Yes,0,0,4,Yes,Radford,75th Percentile,19,168,22,2025-07-05,JA-2026.1
JOB-2130,VP Data & Analytics,Data Science,Data Science - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Officials & Managers,515648,832196,1148744,10,Yes,Yes,4,15,5,Yes,Radford,50th Percentile,372,40,7,2025-06-21,JA-2026.1
JOB-2131,Chief Product Officer,Product,Product - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Technicians,502152,827222,1152292,40,Yes,No,6,10,4,Yes,Culpepper,65th Percentile,44,315,13,2025-08-17,JA-2026.1
JOB-2132,Data Scientist,Data Science,Data Science - Operations,Individual Contributor,Band 3 - Mid,3,G3A,Exempt,Managers,83883,103101,122320,30,No,Yes,0,0,4,No,Mercer,65th Percentile,237,115,4,2025-06-01,JA-2026.1
JOB-2133,VP Marketing,Marketing,Marketing - Core,Management,Band 7 - Director,7,G7A,Exempt,Administrative Support,273575,317627,361680,30,Yes,Yes,3,13,6,Yes,Aon Hewitt,75th Percentile,352,53,10,2025-08-05,JA-2026.1
JOB-2134,VP Operations,Operations,Operations - Operations,Management,Band 6 - Principal,6,G6A,Exempt,Administrative Support,200005,240186,280367,20,Yes,Yes,4,14,5,Yes,Willis Towers Watson,65th Percentile,37,110,18,2025-06-26,JA-2026.1
JOB-2135,Senior Marketing Manager,Marketing,Marketing - Core,Management,Band 5 - Lead,5,G5B,Exempt,Officials & Managers,147484,181545,215606,30,Yes,Yes,5,17,4,Yes,Culpepper,65th Percentile,329,364,17,2025-09-14,JA-2026.1
JOB-2136,General Counsel,Legal & Compliance,Legal & Compliance - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Professionals,462111,772775,1083440,5,Yes,Yes,5,20,4,Yes,Mercer,50th Percentile,249,442,20,2025-02-09,JA-2026.1
JOB-2137,Chief Revenue Officer,Sales,Sales - Core,Executive,Band 8 - VP,8,G8A,Exempt,Administrative Support,339106,441671,544236,20,Yes,No,4,18,1,Yes,Willis Towers Watson,65th Percentile,21,35,7,2025-09-12,JA-2026.1
JOB-2138,VP People,People & HR,People & HR - Operations,Executive,Band 8 - VP,8,G8C,Exempt,Professionals,372668,472525,572382,20,Yes,No,6,16,6,Yes,Mercer,50th Percentile,302,327,23,2025-04-19,JA-2026.1
JOB-2139,Senior HRBP,People & HR,People & HR - Core,Individual Contributor,Band 3 - Mid,3,G3A,Exempt,Administrative Support,77388,99829,122271,30,Yes,Hybrid,0,0,6,Yes,Culpepper,75th Percentile,102,256,19,2025-01-28,JA-2026.1
JOB-2140,Supply Chain Analyst,Operations,Operations - Specialist,Executive,Band 8 - VP,8,G8A,Exempt,Managers,318329,428334,538339,10,Yes,Hybrid,3,9,1,Yes,Mercer,75th Percentile,63,1,18,2025-04-14,JA-2026.1
JOB-2141,Financial Analyst,Finance,Finance - Specialist,Individual Contributor,Band 1 - Entry,1,G1B,Exempt,Technicians,41315,50745,60176,40,Yes,Hybrid,0,0,5,Yes,Mercer,75th Percentile,154,156,23,2025-02-21,JA-2026.1
JOB-2142,Senior Engineering Manager,Engineering,Engineering - Operations,Management,Band 7 - Director,7,G7B,Exempt,Technicians,271274,319530,367786,25,Yes,No,3,10,6,Yes,Culpepper,75th Percentile,37,168,25,2025-02-19,JA-2026.1
JOB-2143,HR Manager,People & HR,People & HR - Core,Management,Band 5 - Lead,5,G5B,Exempt,Professionals,142967,164924,186882,15,Yes,No,3,10,2,No,Willis Towers Watson,65th Percentile,93,117,22,2025-07-23,JA-2026.1
JOB-2144,Senior Engineering Manager,Engineering,Engineering - Operations,Management,Band 7 - Director,7,G7B,Exempt,Technicians,265223,315938,366653,25,Yes,No,3,10,6,Yes,Culpepper,75th Percentile,300,24,23,2025-02-19,JA-2026.1
JOB-2145,VP Operations,Operations,Operations - Operations,Management,Band 6 - Principal,6,G6A,Exempt,Administrative Support,185100,228532,271965,20,Yes,Yes,4,14,5,Yes,Willis Towers Watson,65th Percentile,230,133,22,2025-06-26,JA-2026.1
JOB-2146,Privacy Officer,Legal & Compliance,Legal & Compliance - Core,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Technicians,534086,839911,1145736,20,Yes,No,4,16,6,Yes,Willis Towers Watson,75th Percentile,216,127,23,2025-03-29,JA-2026.1
JOB-2147,VP Customer Success,Customer Experience,Customer Experience - Core,Management,Band 6 - Principal,6,G6C,Exempt,Administrative Support,183789,214850,245911,25,Yes,Yes,6,9,3,No,Mercer,50th Percentile,120,456,3,2025-03-03,JA-2026.1
JOB-2148,Legal Counsel,Legal & Compliance,Legal & Compliance - Operations,Individual Contributor,Band 5 - Lead,5,G5A,Exempt,Officials & Managers,150174,166048,181923,5,Yes,No,0,0,3,No,Culpepper,75th Percentile,43,39,19,2025-11-10,JA-2026.1
JOB-2149,Director CX,Customer Experience,Customer Experience - Operations,Management,Band 5 - Lead,5,G5B,Exempt,Managers,146173,182432,218692,5,Yes,Hybrid,4,19,3,No,Culpepper,50th Percentile,204,94,7,2025-04-13,JA-2026.1
JOB-2150,VP Sales,Sales,Sales - Operations,Management,Band 7 - Director,7,G7A,Exempt,Professionals,242460,325921,409382,40,Yes,Yes,3,18,2,Yes,Radford,65th Percentile,366,457,7,2025-05-06,JA-2026.1
JOB-2151,Operations Manager,Operations,Operations - Core,Management,Band 3 - Mid,3,G3C,Exempt,Managers,75249,92921,110593,5,No,Yes,5,14,2,Yes,Radford,50th Percentile,65,132,12,2025-07-20,JA-2026.1
JOB-2152,Logistics Manager,Operations,Operations - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Officials & Managers,484863,884769,1284675,40,Yes,Yes,4,19,1,Yes,Culpepper,50th Percentile,396,414,8,2025-03-06,JA-2026.1
JOB-2153,Chief Revenue Officer,Sales,Sales - Core,Executive,Band 8 - VP,8,G8A,Exempt,Administrative Support,366178,469004,571830,20,Yes,No,4,18,1,Yes,Willis Towers Watson,65th Percentile,312,267,7,2025-09-12,JA-2026.1
JOB-2154,Sales Development Rep,Sales,Sales - Operations,Individual Contributor,Band 1 - Entry,1,G1A,Exempt,Technicians,45710,58117,70525,5,No,Yes,0,0,1,Yes,Culpepper,75th Percentile,72,191,6,2025-04-23,JA-2026.1
JOB-2155,Senior Operations Manager,Operations,Operations - Specialist,Management,Band 4 - Senior,4,G4C,Exempt,Administrative Support,108670,128647,148625,30,No,No,5,9,2,No,Mercer,50th Percentile,340,490,8,2025-01-03,JA-2026.1
JOB-2156,FP&A Analyst,Finance,Finance - Operations,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Administrative Support,467423,785306,1103190,20,Yes,Yes,6,9,6,Yes,Radford,65th Percentile,184,104,8,2025-06-14,JA-2026.1
JOB-2157,Senior Engineering Manager,Engineering,Engineering - Operations,Management,Band 7 - Director,7,G7B,Exempt,Technicians,258656,307683,356710,25,Yes,No,3,10,6,Yes,Culpepper,75th Percentile,152,490,13,2025-02-19,JA-2026.1
JOB-2158,Supply Chain Analyst,Operations,Operations - Specialist,Executive,Band 8 - VP,8,G8A,Exempt,Managers,342354,472917,603481,10,Yes,Hybrid,3,9,1,Yes,Mercer,75th Percentile,63,206,5,2025-04-14,JA-2026.1
JOB-2159,VP Sales,Sales,Sales - Operations,Management,Band 7 - Director,7,G7A,Exempt,Professionals,226369,302943,379518,40,Yes,Yes,3,18,2,Yes,Radford,65th Percentile,236,119,1,2025-05-06,JA-2026.1
JOB-2160,Product Operations Manager,Product,Product - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Professionals,471753,788728,1105704,40,Yes,Yes,6,11,1,Yes,Willis Towers Watson,65th Percentile,351,430,19,2025-06-10,JA-2026.1
JOB-2161,Marketing Coordinator,Marketing,Marketing - Operations,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Administrative Support,45838,53738,61638,5,No,No,0,0,2,Yes,Culpepper,65th Percentile,252,268,7,2025-11-01,JA-2026.1
JOB-2162,Senior Finance Manager,Finance,Finance - Core,Management,Band 4 - Senior,4,G4A,Exempt,Officials & Managers,117133,130174,143216,0,No,Yes,3,18,3,Yes,Willis Towers Watson,75th Percentile,360,170,18,2025-09-29,JA-2026.1
JOB-2163,Principal Data Scientist,Data Science,Data Science - Operations,Technical Specialist,Band 6 - Principal,6,G6C,Exempt,Managers,192063,235276,278490,15,Yes,Yes,0,0,1,No,Radford,75th Percentile,236,89,6,2025-06-03,JA-2026.1
JOB-2164,Software Engineer,Engineering,Engineering - Specialist,Individual Contributor,Band 1 - Entry,1,G1A,Non-Exempt,Administrative Support,48250,56675,65101,10,Yes,Yes,0,0,2,Yes,Willis Towers Watson,75th Percentile,75,284,17,2025-12-25,JA-2026.1
JOB-2165,Paralegal,Legal & Compliance,Legal & Compliance - Specialist,Individual Contributor,Band 2 - Junior,2,G2C,Non-Exempt,Technicians,56226,72811,89396,15,No,Hybrid,0,0,2,Yes,Aon Hewitt,75th Percentile,177,77,9,2025-05-23,JA-2026.1
JOB-2166,Principal Engineer,Engineering,Engineering - Operations,Technical Specialist,Band 4 - Senior,4,G4A,Exempt,Officials & Managers,101527,123523,145519,15,No,Yes,0,0,3,Yes,Mercer,75th Percentile,188,174,8,2025-04-01,JA-2026.1
JOB-2167,VP Marketing,Marketing,Marketing - Core,Management,Band 7 - Director,7,G7A,Exempt,Administrative Support,270641,340115,409589,30,Yes,Yes,3,13,6,Yes,Aon Hewitt,75th Percentile,326,151,12,2025-08-05,JA-2026.1
JOB-2168,CX Specialist,Customer Experience,Customer Experience - Operations,Individual Contributor,Band 1 - Entry,1,G1A,Exempt,Professionals,43954,56979,70005,15,No,No,0,0,4,No,Mercer,75th Percentile,97,166,9,2025-08-08,JA-2026.1
JOB-2169,Senior Data Analyst,Data Science,Data Science - Specialist,Individual Contributor,Band 2 - Junior,2,G2A,Non-Exempt,Administrative Support,55132,71061,86990,20,No,No,0,0,5,Yes,Willis Towers Watson,65th Percentile,294,207,20,2025-12-04,JA-2026.1
JOB-2170,Senior Product Manager,Product,Product - Specialist,Management,Band 4 - Senior,4,G4A,Exempt,Professionals,117295,130547,143800,10,No,No,5,19,4,No,Mercer,65th Percentile,286,450,3,2025-11-12,JA-2026.1
JOB-2171,VP Operations,Operations,Operations - Operations,Management,Band 6 - Principal,6,G6A,Exempt,Administrative Support,186167,227560,268953,20,Yes,Yes,4,14,5,Yes,Willis Towers Watson,65th Percentile,239,179,2,2025-06-26,JA-2026.1
JOB-2172,Growth Analyst,Marketing,Marketing - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Managers,525863,910771,1295679,40,Yes,Hybrid,4,13,2,Yes,Radford,75th Percentile,165,231,19,2025-12-11,JA-2026.1
JOB-2173,HR Manager,People & HR,People & HR - Core,Management,Band 5 - Lead,5,G5B,Exempt,Professionals,133917,159368,184819,15,Yes,No,3,10,2,No,Willis Towers Watson,65th Percentile,301,248,8,2025-07-23,JA-2026.1
JOB-2174,Director CX,Customer Experience,Customer Experience - Operations,Management,Band 5 - Lead,5,G5B,Exempt,Managers,135409,175674,215940,5,Yes,Hybrid,4,19,3,No,Culpepper,50th Percentile,80,253,9,2025-04-13,JA-2026.1
JOB-2175,Chief Product Officer,Product,Product - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Technicians,509661,831933,1154205,40,Yes,No,6,10,4,Yes,Culpepper,65th Percentile,199,61,0,2025-08-17,JA-2026.1
JOB-2176,Software Engineer,Engineering,Engineering - Specialist,Individual Contributor,Band 1 - Entry,1,G1A,Non-Exempt,Administrative Support,40969,52184,63399,10,Yes,Yes,0,0,2,Yes,Willis Towers Watson,75th Percentile,35,297,0,2025-12-25,JA-2026.1
JOB-2177,FP&A Analyst,Finance,Finance - Operations,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Administrative Support,488398,848713,1209028,20,Yes,Yes,6,9,6,Yes,Radford,65th Percentile,306,168,21,2025-06-14,JA-2026.1
JOB-2178,VP Data & Analytics,Data Science,Data Science - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Officials & Managers,492912,812007,1131103,10,Yes,Yes,4,15,5,Yes,Radford,50th Percentile,226,404,3,2025-06-21,JA-2026.1
JOB-2179,Analytics Manager,Data Science,Data Science - Specialist,Management,Band 7 - Director,7,G7C,Exempt,Administrative Support,249215,328936,408657,20,Yes,Yes,3,20,4,Yes,Aon Hewitt,50th Percentile,344,31,25,2025-03-07,JA-2026.1
JOB-2180,Distinguished Engineer,Engineering,Engineering - Operations,Technical Specialist,Band 5 - Lead,5,G5C,Exempt,Technicians,135570,165760,195950,0,Yes,Yes,0,0,1,Yes,Aon Hewitt,75th Percentile,39,25,12,2025-08-06,JA-2026.1
JOB-2181,VP Engineering,Engineering,Engineering - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Managers,539951,886944,1233937,10,Yes,Yes,5,8,5,Yes,Radford,65th Percentile,166,112,22,2025-06-22,JA-2026.1
JOB-2182,Director CX,Customer Experience,Customer Experience - Operations,Management,Band 5 - Lead,5,G5B,Exempt,Managers,155794,170312,184831,5,Yes,Hybrid,4,19,3,No,Culpepper,50th Percentile,262,383,8,2025-04-13,JA-2026.1
JOB-2183,Finance Manager,Finance,Finance - Core,Management,Band 3 - Mid,3,G3A,Exempt,Technicians,77373,98138,118903,15,No,No,3,11,3,No,Culpepper,65th Percentile,364,9,1,2025-11-18,JA-2026.1
JOB-2184,Director Marketing,Marketing,Marketing - Specialist,Management,Band 6 - Principal,6,G6C,Exempt,Technicians,208917,238022,267128,40,Yes,Hybrid,4,11,3,Yes,Culpepper,50th Percentile,326,310,22,2025-09-22,JA-2026.1
JOB-2185,Director Sales,Sales,Sales - Specialist,Management,Band 6 - Principal,6,G6B,Exempt,Administrative Support,188345,218688,249031,25,Yes,Hybrid,5,19,3,No,Mercer,75th Percentile,347,280,5,2025-06-08,JA-2026.1
JOB-2186,Operations Analyst,Operations,Operations - Core,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Administrative Support,47208,58556,69905,30,No,Yes,0,0,5,No,Culpepper,50th Percentile,138,413,5,2025-10-01,JA-2026.1
JOB-2187,Logistics Manager,Operations,Operations - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Officials & Managers,484959,821605,1158252,40,Yes,Yes,4,19,1,Yes,Culpepper,50th Percentile,201,98,23,2025-03-06,JA-2026.1
JOB-2188,HR Business Partner,People & HR,People & HR - Operations,Individual Contributor,Band 2 - Junior,2,G2B,Non-Exempt,Professionals,62345,76065,89785,15,Yes,Hybrid,0,0,6,Yes,Radford,75th Percentile,155,128,18,2025-10-07,JA-2026.1
JOB-2189,Director of Engineering,Engineering,Engineering - Core,Executive,Band 8 - VP,8,G8A,Exempt,Managers,363793,475782,587772,10,Yes,Yes,6,10,2,Yes,Culpepper,65th Percentile,311,476,17,2025-04-30,JA-2026.1
JOB-2190,Regional Sales Director,Sales,Sales - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Administrative Support,509161,905793,1302425,20,Yes,Yes,5,11,1,Yes,Mercer,65th Percentile,161,326,19,2025-11-03,JA-2026.1
JOB-2191,Chief Data Officer,Data Science,Data Science - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Professionals,467339,818559,1169780,20,Yes,Yes,5,14,3,Yes,Mercer,50th Percentile,192,155,9,2025-01-19,JA-2026.1
JOB-2192,Data Scientist,Data Science,Data Science - Operations,Individual Contributor,Band 3 - Mid,3,G3A,Exempt,Managers,78004,93899,109794,30,No,Yes,0,0,4,No,Mercer,65th Percentile,70,355,21,2025-06-01,JA-2026.1
JOB-2193,Senior HR Manager,People & HR,People & HR - Core,Management,Band 6 - Principal,6,G6B,Exempt,Technicians,205977,237574,269172,10,Yes,Yes,5,20,5,No,Willis Towers Watson,50th Percentile,350,282,6,2025-02-07,JA-2026.1
JOB-2194,Compliance Analyst,Legal & Compliance,Legal & Compliance - Operations,Individual Contributor,Band 3 - Mid,3,G3B,Exempt,Officials & Managers,74061,90556,107052,10,Yes,Hybrid,0,0,1,No,Willis Towers Watson,50th Percentile,259,483,0,2025-07-13,JA-2026.1
JOB-2195,Controller,Finance,Finance - Core,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Managers,489385,865945,1242506,25,Yes,Yes,5,12,5,Yes,Culpepper,50th Percentile,362,167,0,2025-08-16,JA-2026.1
JOB-2196,Senior HRBP,People & HR,People & HR - Core,Individual Contributor,Band 3 - Mid,3,G3A,Exempt,Administrative Support,78223,92180,106138,30,Yes,Hybrid,0,0,6,Yes,Culpepper,75th Percentile,275,193,12,2025-01-28,JA-2026.1
JOB-2197,CFO,Finance,Finance - Operations,Executive,Band 8 - VP,8,G8B,Exempt,Officials & Managers,351258,460901,570544,30,Yes,No,5,13,6,Yes,Willis Towers Watson,50th Percentile,223,271,13,2025-02-02,JA-2026.1
JOB-2198,Senior Financial Analyst,Finance,Finance - Operations,Individual Contributor,Band 2 - Junior,2,G2A,Non-Exempt,Technicians,55308,67840,80373,10,No,Yes,0,0,2,No,Mercer,75th Percentile,180,206,0,2025-10-06,JA-2026.1
JOB-2199,Chief Customer Officer,Customer Experience,Customer Experience - Core,Individual Contributor,Band 7 - Director,7,G7A,Exempt,Technicians,255242,316831,378420,10,Yes,No,0,0,1,Yes,Culpepper,65th Percentile,123,308,12,2025-09-22,JA-2026.1
JOB-2200,Principal PM,Product,Product - Core,Technical Specialist,Band 5 - Lead,5,G5C,Exempt,Officials & Managers,153652,182678,211704,10,Yes,No,0,0,2,Yes,Aon Hewitt,65th Percentile,215,10,16,2025-06-11,JA-2026.1
