requisition_id,candidate_id,department,job_title,job_level,location,source,applied_date,stage,days_to_hire,offer_extended,offer_accepted,offer_amount,diversity_flag,campus_hire,hired,rejection_reason,recruiter_id,hiring_manager_id,interview_rounds,cost_per_hire
REQ00619,CAND00619,Marketing,Associate,L7,Dallas,Campus Recruiting,2023-09-04,Applied,94,Yes,Yes,144307,Yes,Yes,No,None,REC10,MGR0021,4,7210
REQ00620,CAND00620,Customer Success,Senior Engineer,L7,Chicago,Glassdoor,2025-08-12,Offer,21,No,No,60096,No,No,Yes,Failed Assessment,REC14,MGR0026,4,3636
REQ00621,CAND00621,Customer Success,Engineer,L7,Denver,Direct Application,2025-03-16,Rejected,23,No,Yes,100618,Yes,Yes,No,Position Closed,REC05,MGR0015,2,12266
REQ00622,CAND00622,Product,Associate,L4,Austin,Indeed,2024-08-13,Rejected,96,No,No,88879,Yes,Yes,Yes,None,REC06,MGR0037,6,607
REQ00623,CAND00623,Operations,Senior Engineer,L6,Denver,Employee Referral,2025-03-03,Withdrawn,114,Yes,Pending,142923,No,No,No,Salary Mismatch,REC09,MGR0029,4,11925
REQ00624,CAND00624,Sales,Senior Engineer,L5,New York,Employee Referral,2024-08-19,Hired,87,Yes,Yes,56415,Yes,Yes,No,Culture Fit,REC10,MGR0023,1,568
REQ00625,CAND00625,IT,Director,L5,Atlanta,LinkedIn,2023-06-14,Withdrawn,83,Yes,No,76018,No,Yes,Yes,Culture Fit,REC15,MGR0041,1,1243
REQ00626,CAND00626,Legal,Analyst,L4,Denver,Agency,2021-12-28,Technical Assessment,107,No,Yes,97300,No,Yes,No,Withdrew,REC09,MGR0026,1,977
REQ00627,CAND00627,Operations,Associate,L3,San Francisco,Direct Application,2021-01-07,Hired,10,No,Yes,191194,No,No,No,None,REC08,MGR0004,5,8933
REQ00628,CAND00628,Legal,Director,L6,Seattle,Employee Referral,2022-07-06,Hired,57,Yes,No,152175,No,No,No,None,REC08,MGR0035,3,8005
REQ00629,CAND00629,Sales,Director,L1,Seattle,Agency,2024-02-16,Phone Interview,31,No,Yes,120411,Yes,Yes,No,None,REC01,MGR0041,3,14814
REQ00630,CAND00630,IT,Associate,L1,Seattle,LinkedIn,2022-05-20,Applied,44,No,No,77643,Yes,No,No,Failed Assessment,REC08,MGR0022,1,9581
REQ00631,CAND00631,Design,Director,L6,New York,LinkedIn,2022-06-13,Hired,50,No,Pending,183212,Yes,Yes,No,None,REC08,MGR0032,5,2824
REQ00632,CAND00632,Legal,Senior Analyst,L5,New York,Internal Transfer,2020-03-10,Hired,84,No,Pending,180404,Yes,Yes,Yes,Withdrew,REC09,MGR0016,6,10967
REQ00633,CAND00633,Data Science,Manager,L2,Dallas,Indeed,2026-04-12,Technical Assessment,85,No,Yes,82658,No,Yes,No,Failed Assessment,REC17,MGR0041,5,7747
REQ00634,CAND00634,Operations,Senior Analyst,L4,Denver,Glassdoor,2020-03-19,Rejected,90,Yes,No,119397,No,No,No,Overqualified,REC10,MGR0009,3,13522
REQ00635,CAND00635,Finance,Senior Analyst,L3,Boston,Agency,2023-09-09,Phone Interview,111,No,Pending,112123,Yes,No,No,Salary Mismatch,REC16,MGR0024,5,2833
REQ00636,CAND00636,Engineering,Engineer,L2,Seattle,Employee Referral,2022-11-21,Offer,75,No,Pending,105009,Yes,No,No,Overqualified,REC11,MGR0024,6,10876
REQ00637,CAND00637,Product,Senior Engineer,L5,Austin,Employee Referral,2022-02-25,Offer,82,No,Yes,171982,Yes,No,Yes,Withdrew,REC17,MGR0050,3,5241
REQ00638,CAND00638,Finance,Senior Analyst,L5,New York,Agency,2025-06-17,Rejected,117,No,Pending,185342,No,Yes,No,None,REC11,MGR0012,3,10567
REQ00639,CAND00639,Product,Senior Analyst,L4,Remote,Direct Application,2024-08-18,Screening,86,Yes,Yes,100757,Yes,No,Yes,Failed Assessment,REC08,MGR0015,3,778
REQ00640,CAND00640,Marketing,Manager,L5,Boston,Glassdoor,2023-07-02,Withdrawn,103,No,Pending,100387,No,Yes,Yes,Failed Assessment,REC02,MGR0047,2,14362
REQ00641,CAND00641,IT,Senior Analyst,L4,Boston,Direct Application,2023-12-20,Technical Assessment,75,No,No,191475,No,Yes,No,Overqualified,REC20,MGR0045,2,13706
REQ00642,CAND00642,Operations,Senior Engineer,L4,Seattle,Indeed,2023-11-22,Phone Interview,70,No,Pending,96908,Yes,No,No,Overqualified,REC08,MGR0006,3,4478
REQ00643,CAND00643,Marketing,Analyst,L3,Austin,Campus Recruiting,2023-06-30,Technical Assessment,103,No,No,188182,No,No,No,Overqualified,REC02,MGR0001,4,11523
REQ00644,CAND00644,Data Science,Associate,L2,Austin,Indeed,2020-06-21,Hired,84,Yes,Yes,130856,No,No,No,Withdrew,REC05,MGR0021,2,14140
REQ00645,CAND00645,Marketing,Senior Engineer,L3,San Francisco,Direct Application,2025-12-12,Panel Interview,105,No,Pending,136943,Yes,Yes,Yes,Failed Assessment,REC07,MGR0035,3,11553
REQ00646,CAND00646,Engineering,Manager,L4,Atlanta,Agency,2022-11-17,Screening,56,Yes,Pending,131951,No,No,Yes,Failed Assessment,REC17,MGR0021,2,6383
REQ00647,CAND00647,Engineering,Senior Analyst,L1,Denver,Internal Transfer,2022-06-18,Technical Assessment,78,Yes,No,167833,No,No,No,Withdrew,REC18,MGR0042,2,10468
REQ00648,CAND00648,Sales,Engineer,L2,Dallas,Campus Recruiting,2020-08-12,Panel Interview,17,Yes,Pending,64540,Yes,Yes,Yes,Position Closed,REC10,MGR0040,1,3568
REQ00649,CAND00649,Operations,Manager,L5,New York,Direct Application,2022-01-05,Screening,118,No,Yes,83025,Yes,No,No,Culture Fit,REC02,MGR0015,2,7232
REQ00650,CAND00650,IT,Engineer,L2,Austin,Employee Referral,2025-05-22,Hired,63,Yes,Yes,150749,Yes,Yes,No,Position Closed,REC18,MGR0012,6,5530
REQ00651,CAND00651,Design,Senior Engineer,L2,Austin,Glassdoor,2026-06-10,Phone Interview,52,No,No,126377,No,No,No,Position Closed,REC14,MGR0038,2,6577
REQ00652,CAND00652,HR,Manager,L3,San Francisco,LinkedIn,2026-01-01,Technical Assessment,31,No,No,195011,No,No,No,Withdrew,REC04,MGR0008,2,532
REQ00653,CAND00653,Finance,Manager,L3,Seattle,Employee Referral,2021-02-07,Applied,49,No,Pending,55389,No,Yes,No,None,REC13,MGR0026,1,12457
REQ00654,CAND00654,Finance,Senior Engineer,L7,Dallas,LinkedIn,2022-12-20,Hired,50,Yes,No,109244,Yes,Yes,Yes,None,REC04,MGR0004,3,12256
REQ00655,CAND00655,Sales,Director,L7,Remote,Campus Recruiting,2025-02-25,Technical Assessment,82,Yes,Pending,187892,No,No,No,Withdrew,REC16,MGR0020,6,9457
REQ00656,CAND00656,Product,Manager,L5,Denver,Indeed,2023-03-02,Screening,77,No,No,124264,Yes,No,No,Withdrew,REC01,MGR0046,2,14373
REQ00657,CAND00657,Finance,Manager,L5,Boston,Indeed,2021-09-23,Rejected,73,Yes,Yes,53511,No,No,No,Overqualified,REC18,MGR0042,6,1114
REQ00658,CAND00658,Operations,Senior Engineer,L3,San Francisco,Glassdoor,2021-04-15,Technical Assessment,47,Yes,Yes,101627,Yes,No,Yes,Position Closed,REC07,MGR0016,4,14249
REQ00659,CAND00659,Product,Senior Engineer,L6,Seattle,Internal Transfer,2025-06-10,Panel Interview,112,No,No,112172,No,Yes,Yes,Overqualified,REC07,MGR0050,2,1015
REQ00660,CAND00660,Legal,Senior Analyst,L1,Atlanta,Internal Transfer,2024-03-17,Screening,97,Yes,Yes,194839,Yes,No,No,Salary Mismatch,REC05,MGR0018,1,6747
REQ00661,CAND00661,Engineering,Associate,L7,Atlanta,Indeed,2024-09-23,Withdrawn,110,No,No,100467,No,No,No,Salary Mismatch,REC13,MGR0034,2,5345
REQ00662,CAND00662,Marketing,Senior Engineer,L2,Atlanta,Internal Transfer,2025-12-01,Withdrawn,86,Yes,No,187603,No,Yes,Yes,Culture Fit,REC07,MGR0026,2,4880
REQ00663,CAND00663,IT,Analyst,L7,New York,LinkedIn,2025-09-13,Screening,86,Yes,Pending,103871,No,No,No,Position Closed,REC03,MGR0041,6,12861
REQ00664,CAND00664,Product,Senior Analyst,L2,Austin,Indeed,2023-06-23,Applied,95,No,Pending,102420,Yes,No,No,Culture Fit,REC09,MGR0007,1,4360
REQ00665,CAND00665,Design,Associate,L3,Boston,Agency,2022-11-26,Applied,23,No,No,103589,Yes,No,No,None,REC07,MGR0049,1,987
REQ00666,CAND00666,Marketing,Associate,L7,Remote,LinkedIn,2021-12-15,Applied,95,No,No,113558,No,No,No,Salary Mismatch,REC12,MGR0003,3,5512
REQ00667,CAND00667,Marketing,Senior Analyst,L7,New York,Glassdoor,2024-05-30,Hired,87,No,No,140889,Yes,Yes,No,Culture Fit,REC20,MGR0038,5,2206
REQ00668,CAND00668,Data Science,Analyst,L2,Dallas,LinkedIn,2022-01-31,Phone Interview,19,Yes,Yes,155943,No,Yes,Yes,Position Closed,REC04,MGR0026,4,2786
REQ00669,CAND00669,IT,Associate,L2,Atlanta,Glassdoor,2025-10-05,Applied,79,Yes,Pending,143704,No,No,Yes,Withdrew,REC18,MGR0050,4,2074
REQ00670,CAND00670,Data Science,Analyst,L5,Boston,Agency,2022-10-15,Applied,96,Yes,Yes,167181,No,Yes,Yes,Position Closed,REC19,MGR0040,6,1231
REQ00671,CAND00671,Marketing,Associate,L4,Dallas,LinkedIn,2025-03-11,Applied,114,No,Yes,139586,No,No,Yes,Overqualified,REC17,MGR0037,4,5492
REQ00672,CAND00672,IT,Director,L2,Seattle,Glassdoor,2024-11-20,Panel Interview,24,Yes,No,197669,Yes,No,No,Salary Mismatch,REC19,MGR0023,5,6566
REQ00673,CAND00673,Customer Success,Associate,L5,Austin,Employee Referral,2021-12-21,Hired,102,No,Yes,84129,Yes,No,Yes,Culture Fit,REC18,MGR0030,5,11289
REQ00674,CAND00674,Product,Senior Analyst,L4,Chicago,Internal Transfer,2024-01-16,Offer,87,No,Yes,85024,No,No,No,Failed Assessment,REC19,MGR0026,4,6740
REQ00675,CAND00675,HR,Director,L1,Atlanta,Glassdoor,2020-10-24,Hired,108,No,No,116824,Yes,Yes,No,Withdrew,REC17,MGR0030,3,12244
REQ00676,CAND00676,IT,Analyst,L2,Remote,Glassdoor,2021-07-02,Applied,47,Yes,Yes,71321,Yes,Yes,Yes,Culture Fit,REC03,MGR0023,3,1220
REQ00677,CAND00677,Sales,Director,L6,Remote,Indeed,2020-05-25,Phone Interview,51,No,No,121072,Yes,No,No,Culture Fit,REC20,MGR0018,6,13769
REQ00678,CAND00678,Customer Success,Associate,L1,Denver,Campus Recruiting,2026-03-04,Applied,60,No,Pending,52436,No,No,Yes,Salary Mismatch,REC19,MGR0024,5,14500
REQ00679,CAND00679,IT,Manager,L5,Austin,Glassdoor,2025-06-03,Phone Interview,115,No,No,68056,Yes,No,No,Culture Fit,REC15,MGR0031,2,14112
REQ00680,CAND00680,Customer Success,Senior Engineer,L1,Atlanta,Campus Recruiting,2020-01-04,Withdrawn,112,Yes,No,146862,Yes,Yes,Yes,Withdrew,REC14,MGR0026,1,3405
REQ00681,CAND00681,Sales,Associate,L4,Seattle,Employee Referral,2026-03-19,Technical Assessment,33,Yes,Pending,154017,Yes,No,No,None,REC15,MGR0050,5,2999
REQ00682,CAND00682,Marketing,Engineer,L3,Remote,Employee Referral,2020-10-27,Hired,11,Yes,Pending,193776,Yes,No,No,Culture Fit,REC04,MGR0022,2,6594
REQ00683,CAND00683,Finance,Analyst,L5,Austin,Indeed,2025-04-28,Screening,50,Yes,No,163719,Yes,Yes,No,None,REC18,MGR0029,5,7988
REQ00684,CAND00684,Customer Success,Senior Analyst,L7,Atlanta,Glassdoor,2023-09-09,Offer,97,No,Yes,103657,Yes,No,Yes,Overqualified,REC01,MGR0012,4,14444
REQ00685,CAND00685,HR,Analyst,L6,Seattle,Campus Recruiting,2020-05-11,Phone Interview,54,Yes,Yes,78700,Yes,Yes,No,None,REC01,MGR0050,1,14818
REQ00686,CAND00686,HR,Senior Engineer,L4,New York,Direct Application,2024-02-03,Screening,108,No,Yes,96917,Yes,Yes,Yes,Position Closed,REC19,MGR0034,2,12926
REQ00687,CAND00687,Finance,Director,L1,Austin,Indeed,2025-06-24,Applied,69,Yes,No,103686,Yes,No,Yes,Withdrew,REC11,MGR0046,4,7001
REQ00688,CAND00688,Customer Success,Senior Analyst,L4,Remote,Direct Application,2022-01-18,Rejected,56,No,No,107774,No,No,Yes,Position Closed,REC15,MGR0013,2,14803
REQ00689,CAND00689,Finance,Director,L2,Seattle,LinkedIn,2023-10-01,Screening,77,Yes,No,76082,Yes,No,No,Position Closed,REC18,MGR0050,5,6750
REQ00690,CAND00690,Operations,Associate,L3,Boston,Glassdoor,2021-04-08,Offer,19,Yes,No,199652,Yes,Yes,No,Withdrew,REC14,MGR0032,5,9024
REQ00691,CAND00691,IT,Engineer,L4,Dallas,Campus Recruiting,2025-11-06,Phone Interview,113,No,No,196330,No,No,No,Position Closed,REC05,MGR0013,3,4864
REQ00692,CAND00692,Marketing,Senior Analyst,L4,Dallas,Internal Transfer,2024-06-04,Hired,119,Yes,Pending,176147,Yes,No,No,Overqualified,REC17,MGR0008,1,9992
REQ00693,CAND00693,HR,Manager,L7,Chicago,Campus Recruiting,2020-11-03,Phone Interview,84,No,No,131140,Yes,Yes,Yes,Overqualified,REC17,MGR0041,5,5806
REQ00694,CAND00694,Customer Success,Senior Analyst,L1,Denver,Campus Recruiting,2021-04-05,Phone Interview,16,Yes,Yes,50456,No,No,No,Withdrew,REC06,MGR0035,1,10498
REQ00695,CAND00695,Product,Engineer,L6,San Francisco,LinkedIn,2024-02-18,Screening,10,Yes,No,115052,Yes,No,No,Salary Mismatch,REC16,MGR0027,5,8665
REQ00696,CAND00696,IT,Director,L1,Denver,Campus Recruiting,2022-02-16,Rejected,89,Yes,Pending,179169,No,Yes,No,Position Closed,REC05,MGR0016,3,1091
REQ00697,CAND00697,IT,Analyst,L2,Remote,Glassdoor,2021-11-09,Applied,33,Yes,Pending,92082,Yes,No,No,Withdrew,REC15,MGR0016,2,1937
REQ00698,CAND00698,Legal,Analyst,L1,Remote,Direct Application,2020-06-18,Phone Interview,21,No,Pending,121125,Yes,No,No,Withdrew,REC19,MGR0007,6,10594
REQ00699,CAND00699,Legal,Senior Analyst,L5,Chicago,Direct Application,2023-08-11,Offer,23,No,Yes,117310,No,Yes,Yes,Failed Assessment,REC02,MGR0028,3,11948
REQ00700,CAND00700,Marketing,Engineer,L2,San Francisco,Employee Referral,2026-01-15,Technical Assessment,55,Yes,Pending,154429,Yes,Yes,No,None,REC12,MGR0032,1,5790
