response_id,employee_id,survey_type,survey_date,department,job_level,location,engagement_score,wellbeing_score,manager_score,dei_inclusion_score,growth_score,workload_score,eNPS,would_recommend,open_text_theme,sentiment,response_channel
SUR00171,EMP00295,DEI,2023-08-06,Design,L4,New York,3.89,1.6,3.02,4.65,2.8,1.91,-32,No,Work-Life Balance,Negative,Email
SUR00172,EMP00833,Pulse,2024-09-25,Customer Success,L2,Chicago,2.06,3.53,4.25,4.02,4.91,3.55,-6,No,Compensation,Neutral,QR Code
SUR00173,EMP00356,Pulse,2026-05-08,Data Science,L2,Atlanta,3.0,3.86,1.15,2.02,1.85,3.12,80,Neutral,Autonomy,Positive,Email
SUR00174,EMP00258,Manager Effectiveness,2023-08-05,HR,L6,Austin,1.68,2.38,4.7,2.79,4.65,2.25,-59,No,Career Growth,Negative,App
SUR00175,EMP00679,Onboarding,2022-11-23,Finance,L4,Dallas,3.41,4.16,3.74,4.92,4.18,4.57,17,Neutral,Career Growth,Neutral,Email
SUR00176,EMP00213,Exit,2023-09-04,Customer Success,L5,San Francisco,2.44,3.34,3.55,4.46,2.6,3.58,-41,Neutral,Recognition,Neutral,QR Code
SUR00177,EMP00021,Onboarding,2026-05-29,Finance,L5,Seattle,3.98,2.72,3.98,1.83,3.85,3.49,-82,Neutral,Management,Neutral,Kiosk
SUR00178,EMP00722,DEI,2023-08-11,Design,L4,New York,1.04,4.4,4.56,1.96,3.46,4.76,49,Neutral,Culture,Positive,QR Code
SUR00179,EMP00563,Engagement,2023-09-27,Legal,L1,Dallas,3.38,1.83,1.34,4.78,1.19,4.44,-38,Neutral,Career Growth,Negative,Email
SUR00180,EMP00495,Wellbeing,2026-04-21,Customer Success,L4,San Francisco,4.47,2.5,3.18,1.99,2.7,3.5,-18,Neutral,Work-Life Balance,Positive,Email
SUR00181,EMP00240,Onboarding,2025-08-04,HR,L2,Atlanta,2.12,4.23,2.3,2.83,1.52,3.62,25,Yes,Autonomy,Positive,Kiosk
SUR00182,EMP00781,Onboarding,2024-05-30,Legal,L6,Remote,2.47,3.79,3.33,4.59,2.41,2.98,45,No,Tools & Technology,Neutral,Email
SUR00183,EMP00702,Onboarding,2026-01-11,Data Science,L2,Denver,1.54,3.84,1.33,1.46,3.06,4.5,-27,Yes,Compensation,Negative,Kiosk
SUR00184,EMP00329,Wellbeing,2022-10-03,Marketing,L6,Boston,1.57,4.73,4.77,4.58,4.09,3.58,28,Yes,Work-Life Balance,Neutral,Kiosk
SUR00185,EMP00198,Manager Effectiveness,2021-05-18,IT,L6,Austin,1.37,4.33,2.5,2.18,2.18,1.6,-48,Yes,Management,Neutral,QR Code
SUR00186,EMP00537,Exit,2022-02-19,Engineering,L5,Dallas,1.57,4.8,1.75,3.92,3.73,1.97,85,Yes,Management,Negative,Kiosk
SUR00187,EMP00586,Engagement,2025-02-17,Design,L2,Remote,1.8,4.09,1.93,3.58,4.18,1.09,-36,Yes,Management,Negative,Email
SUR00188,EMP01130,Engagement,2023-01-11,Design,L7,Austin,2.41,3.29,3.33,1.24,1.11,4.7,22,Neutral,Culture,Positive,App
SUR00189,EMP00485,Pulse,2022-10-28,Finance,L4,New York,1.35,4.6,1.35,4.87,1.46,4.2,89,Neutral,Compensation,Neutral,Kiosk
SUR00190,EMP00969,Engagement,2022-02-18,HR,L5,Remote,2.73,1.7,2.85,3.19,1.35,2.97,-26,Yes,Work-Life Balance,Positive,App
SUR00191,EMP00054,Manager Effectiveness,2021-12-05,IT,L1,Chicago,3.01,4.98,1.16,2.16,4.44,3.24,-59,Neutral,Career Growth,Negative,Email
SUR00192,EMP01185,Exit,2024-10-19,Legal,L3,Boston,1.63,1.47,3.29,3.7,4.48,1.14,-61,Yes,Compensation,Positive,Kiosk
SUR00193,EMP00804,DEI,2025-01-29,Design,L2,San Francisco,2.77,1.61,4.04,4.52,3.5,2.96,-24,Neutral,Work-Life Balance,Neutral,Email
SUR00194,EMP00024,Manager Effectiveness,2024-09-03,HR,L6,Dallas,4.61,1.37,1.46,3.02,4.05,2.16,-18,Yes,Work-Life Balance,Positive,App
SUR00195,EMP00326,Engagement,2025-04-13,HR,L3,Seattle,3.37,2.72,4.83,1.31,4.58,2.9,0,No,Career Growth,Negative,QR Code
SUR00196,EMP00930,Onboarding,2025-03-19,Design,L2,Boston,3.83,3.61,1.61,1.3,2.51,3.99,-70,No,Career Growth,Positive,QR Code
SUR00197,EMP01032,Wellbeing,2021-06-07,Sales,L6,New York,2.26,4.56,4.02,4.91,4.88,4.82,94,Neutral,Recognition,Positive,Email
SUR00198,EMP00870,Exit,2025-11-17,Product,L1,New York,2.38,3.43,2.61,3.39,4.35,2.59,75,Neutral,Compensation,Negative,App
SUR00199,EMP00508,Pulse,2024-11-14,Product,L1,New York,2.97,3.97,2.27,4.28,4.13,3.32,-84,No,Career Growth,Negative,QR Code
SUR00200,EMP00406,Pulse,2022-01-09,HR,L3,Chicago,4.38,4.2,2.62,4.56,4.11,2.17,78,Neutral,Compensation,Negative,App
SUR00201,EMP00499,Exit,2022-11-18,IT,L6,New York,4.36,2.97,1.57,4.4,2.3,3.17,77,Yes,Tools & Technology,Negative,Kiosk
SUR00202,EMP00562,Onboarding,2022-10-10,Sales,L2,Remote,4.08,4.58,4.82,4.13,4.86,4.68,32,Yes,Compensation,Neutral,QR Code
SUR00203,EMP01112,DEI,2026-02-05,HR,L5,Atlanta,1.78,4.51,4.36,1.77,4.81,3.13,-92,No,Compensation,Neutral,Kiosk
SUR00204,EMP00900,Onboarding,2023-11-29,Finance,L4,Denver,4.59,2.09,2.72,2.92,3.85,1.39,-41,No,Work-Life Balance,Positive,Email
SUR00205,EMP00820,Pulse,2021-08-05,Product,L3,Boston,4.56,3.3,2.92,1.15,2.04,3.05,-99,Neutral,Work-Life Balance,Positive,Kiosk
SUR00206,EMP00519,Manager Effectiveness,2021-06-12,Operations,L4,Austin,3.18,3.83,3.85,3.81,4.57,1.29,37,No,Work-Life Balance,Positive,Kiosk
SUR00207,EMP00792,Engagement,2025-10-27,HR,L4,San Francisco,1.36,3.43,2.6,3.99,4.13,2.37,81,Neutral,Culture,Neutral,Kiosk
SUR00208,EMP00529,Pulse,2025-02-27,Legal,L5,Chicago,2.52,4.01,4.7,4.77,4.88,4.97,27,No,Work-Life Balance,Neutral,Email
SUR00209,EMP00407,Onboarding,2025-12-02,Data Science,L3,Boston,2.12,2.35,3.27,3.7,4.15,1.11,-41,Yes,Work-Life Balance,Positive,QR Code
SUR00210,EMP00282,Pulse,2023-10-14,Marketing,L2,Dallas,2.51,3.35,4.63,3.75,3.76,3.61,86,No,Compensation,Neutral,App
SUR00211,EMP01096,Onboarding,2024-09-09,Engineering,L5,Boston,4.35,3.52,1.09,4.16,1.77,1.12,83,Neutral,Work-Life Balance,Neutral,Kiosk
SUR00212,EMP00068,DEI,2021-08-21,Sales,L2,Denver,4.21,4.16,4.42,4.01,4.79,1.96,35,Neutral,Culture,Negative,Kiosk
SUR00213,EMP00387,Manager Effectiveness,2025-03-07,Product,L7,Atlanta,1.14,3.76,1.69,2.95,3.28,3.85,47,No,Work-Life Balance,Neutral,App
SUR00214,EMP00728,Onboarding,2022-08-07,IT,L6,Denver,2.71,2.32,1.55,1.34,3.97,3.79,78,Neutral,Tools & Technology,Neutral,App
SUR00215,EMP00973,Onboarding,2021-12-12,Customer Success,L1,New York,1.45,4.87,3.97,4.98,4.72,4.46,65,No,Compensation,Neutral,Kiosk
SUR00216,EMP00945,DEI,2024-09-18,Finance,L6,Boston,3.34,1.94,3.7,4.26,3.85,3.2,-59,No,Culture,Negative,QR Code
SUR00217,EMP00187,Wellbeing,2026-05-11,Data Science,L7,New York,1.21,2.78,2.86,4.86,1.41,3.73,59,No,Tools & Technology,Neutral,QR Code
SUR00218,EMP00154,Wellbeing,2025-02-21,HR,L1,Seattle,4.5,4.11,4.76,2.21,2.13,3.8,-27,Yes,Compensation,Neutral,Kiosk
SUR00219,EMP00307,Manager Effectiveness,2025-12-22,Customer Success,L2,Chicago,2.93,3.7,4.24,3.85,4.44,3.63,46,Neutral,Work-Life Balance,Negative,App
SUR00220,EMP00099,Pulse,2023-04-30,Operations,L4,Seattle,3.55,4.8,2.89,4.31,2.37,3.24,86,Neutral,Work-Life Balance,Negative,QR Code
SUR00221,EMP00077,Wellbeing,2025-12-28,Customer Success,L7,Remote,2.11,4.73,4.74,2.95,3.31,1.46,6,Yes,Work-Life Balance,Neutral,QR Code
SUR00222,EMP00528,Onboarding,2023-02-21,Design,L6,San Francisco,4.87,5.0,4.43,1.96,4.03,2.83,-23,Yes,Culture,Neutral,App
SUR00223,EMP01058,DEI,2025-10-24,Data Science,L7,Boston,4.88,1.74,2.99,3.89,2.93,2.17,72,Neutral,Autonomy,Neutral,Email
SUR00224,EMP00116,Exit,2024-02-22,Customer Success,L1,Austin,2.36,1.69,4.73,1.63,4.0,3.91,42,Yes,Management,Positive,QR Code
SUR00225,EMP00990,DEI,2026-06-13,IT,L1,Remote,2.64,2.62,3.91,1.59,2.72,4.64,-48,Neutral,Compensation,Negative,Kiosk
SUR00226,EMP00941,Engagement,2023-04-20,Finance,L4,Dallas,1.53,1.43,3.87,4.32,1.76,4.97,20,Yes,Career Growth,Neutral,Email
SUR00227,EMP00504,Exit,2023-12-02,Engineering,L5,Dallas,4.01,2.67,3.85,4.05,4.01,4.76,-43,Yes,Career Growth,Neutral,Email
SUR00228,EMP01169,DEI,2022-04-26,Finance,L5,Seattle,3.38,3.69,3.77,2.97,2.22,2.76,4,Neutral,Management,Negative,QR Code
SUR00229,EMP00712,Engagement,2025-10-12,Product,L7,Seattle,3.69,2.08,2.36,2.27,1.53,2.88,-8,Neutral,Culture,Positive,App
SUR00230,EMP01029,Engagement,2023-07-04,IT,L3,Atlanta,2.91,2.4,4.44,4.23,1.78,2.34,-67,Yes,Career Growth,Positive,QR Code
SUR00231,EMP00368,Exit,2024-06-06,HR,L1,Chicago,1.5,3.97,3.65,4.62,2.38,4.81,-5,No,Compensation,Positive,Email
SUR00232,EMP00068,Exit,2025-03-24,Finance,L7,New York,3.93,1.91,1.35,3.06,1.59,1.59,19,No,Autonomy,Neutral,Email
SUR00233,EMP00257,Onboarding,2024-12-21,Customer Success,L2,Atlanta,4.04,3.3,4.93,1.25,4.19,4.36,-47,No,Recognition,Negative,App
SUR00234,EMP00398,Pulse,2023-10-06,Legal,L2,Chicago,4.97,1.52,3.13,2.42,2.6,4.09,97,Neutral,Compensation,Neutral,App
SUR00235,EMP00449,Exit,2024-10-12,Marketing,L2,Boston,4.0,1.83,1.14,4.24,3.87,4.3,87,Neutral,Career Growth,Positive,Kiosk
SUR00236,EMP00292,Wellbeing,2022-03-02,Finance,L1,Chicago,3.97,1.04,1.79,1.93,4.05,3.73,61,Neutral,Compensation,Negative,Kiosk
SUR00237,EMP00752,Exit,2024-07-23,Sales,L2,Boston,3.58,4.56,3.5,1.05,2.86,2.76,51,Neutral,Tools & Technology,Negative,Email
SUR00238,EMP00978,Exit,2024-03-16,Data Science,L4,Dallas,1.07,4.91,3.51,2.18,4.38,2.43,-23,Neutral,Management,Positive,Kiosk
SUR00239,EMP01003,Wellbeing,2024-11-27,Customer Success,L7,Chicago,2.85,3.67,2.74,1.12,1.83,1.58,15,Yes,Recognition,Negative,Kiosk
SUR00240,EMP00419,Onboarding,2025-01-26,Marketing,L5,Dallas,1.85,4.21,1.15,3.41,3.45,3.43,73,Neutral,Compensation,Negative,App
SUR00241,EMP00165,Wellbeing,2023-02-02,Engineering,L2,Austin,1.38,3.04,4.03,4.3,2.68,2.38,-8,Yes,Career Growth,Positive,Kiosk
SUR00242,EMP00024,Exit,2023-06-12,Legal,L6,Dallas,2.62,3.68,1.15,3.58,1.89,2.19,6,No,Work-Life Balance,Neutral,QR Code
SUR00243,EMP00506,Pulse,2024-02-20,IT,L3,Remote,1.36,3.92,1.92,2.34,2.24,4.43,-3,Yes,Management,Positive,Kiosk
SUR00244,EMP00722,DEI,2025-04-05,Legal,L2,Atlanta,2.18,3.29,4.94,1.91,3.41,3.46,52,No,Career Growth,Positive,Kiosk
SUR00245,EMP00657,Manager Effectiveness,2025-03-04,Finance,L4,Boston,2.74,3.65,2.47,1.3,1.23,2.96,-92,Yes,Management,Negative,Email
SUR00246,EMP00033,Wellbeing,2021-10-27,Design,L7,Atlanta,4.76,2.52,2.5,3.73,4.89,2.4,-1,Neutral,Autonomy,Positive,App
SUR00247,EMP00349,Wellbeing,2022-02-23,Finance,L5,Atlanta,2.07,1.86,4.92,2.7,2.57,4.19,48,Yes,Career Growth,Negative,Email
SUR00248,EMP00620,DEI,2023-11-30,Legal,L4,New York,3.99,1.83,4.44,1.62,2.24,4.7,14,Neutral,Compensation,Negative,QR Code
SUR00249,EMP01053,Onboarding,2024-06-11,Operations,L6,Seattle,1.37,4.97,4.18,4.15,3.47,1.09,-50,No,Work-Life Balance,Neutral,Kiosk
SUR00250,EMP00750,Wellbeing,2026-04-29,Customer Success,L1,New York,2.14,4.0,4.26,3.86,2.67,4.85,-24,No,Autonomy,Positive,App
SUR00251,EMP01106,Exit,2025-04-23,Customer Success,L1,Boston,1.52,4.77,1.12,2.33,2.75,4.67,-78,Neutral,Compensation,Neutral,Kiosk
SUR00252,EMP00921,Exit,2021-07-05,IT,L5,Dallas,3.01,4.91,2.09,4.26,2.42,3.42,3,Neutral,Tools & Technology,Negative,App
SUR00253,EMP01031,Engagement,2023-03-21,Marketing,L6,Boston,1.23,1.96,3.05,3.28,3.37,3.69,-29,No,Management,Neutral,App
SUR00254,EMP00611,Manager Effectiveness,2025-11-27,HR,L3,Seattle,3.11,3.38,1.71,1.45,4.28,3.74,-1,Yes,Compensation,Negative,QR Code
SUR00255,EMP00131,Engagement,2023-12-04,Customer Success,L1,Chicago,2.32,2.24,3.49,2.53,1.0,2.2,-85,Yes,Autonomy,Neutral,Kiosk
SUR00256,EMP00904,Onboarding,2023-07-31,Legal,L6,Remote,1.49,3.97,1.33,1.32,1.71,4.25,-89,Yes,Recognition,Negative,Kiosk
SUR00257,EMP00720,DEI,2025-06-04,Legal,L6,Dallas,3.84,3.81,3.55,4.61,1.18,4.15,-23,Yes,Tools & Technology,Negative,App
SUR00258,EMP00441,Pulse,2023-02-03,Marketing,L7,Dallas,2.66,3.86,2.6,1.4,1.89,2.26,91,Yes,Career Growth,Positive,Kiosk
SUR00259,EMP00987,Pulse,2025-06-06,Customer Success,L1,San Francisco,4.97,4.54,1.27,4.42,4.24,4.42,-76,Neutral,Work-Life Balance,Neutral,Email
SUR00260,EMP00789,Wellbeing,2026-02-16,Data Science,L7,San Francisco,3.39,3.43,4.08,1.46,4.65,3.5,85,No,Career Growth,Neutral,Kiosk
SUR00261,EMP00248,DEI,2021-07-14,Data Science,L7,Remote,1.89,4.71,2.65,2.75,3.01,4.18,26,Yes,Autonomy,Positive,Email
SUR00262,EMP00638,DEI,2026-04-26,Marketing,L5,Chicago,3.83,4.0,4.79,4.4,4.63,4.82,-7,Yes,Autonomy,Negative,Email
SUR00263,EMP00866,Engagement,2021-11-11,IT,L2,Chicago,4.25,1.3,1.78,3.31,1.65,1.54,44,No,Career Growth,Negative,Email
SUR00264,EMP00437,Exit,2025-11-23,Data Science,L1,Atlanta,2.98,3.09,2.4,1.62,2.8,3.16,-1,No,Work-Life Balance,Positive,App
SUR00265,EMP00849,Manager Effectiveness,2026-06-23,Design,L2,New York,3.6,4.67,4.98,3.37,4.32,4.77,9,No,Autonomy,Negative,Email
SUR00266,EMP00345,Engagement,2021-08-30,Customer Success,L4,New York,4.33,1.25,1.33,1.49,3.92,4.45,81,Neutral,Compensation,Negative,App
SUR00267,EMP00401,Engagement,2022-01-08,Operations,L3,Remote,4.5,3.03,2.98,3.88,1.54,2.72,-62,Yes,Work-Life Balance,Neutral,Kiosk
SUR00268,EMP00882,DEI,2024-09-09,Design,L5,Remote,4.99,4.26,4.38,4.53,3.82,3.53,46,No,Career Growth,Neutral,Kiosk
SUR00269,EMP00064,Onboarding,2021-12-01,Sales,L1,Austin,4.02,4.37,4.17,1.02,1.49,4.14,98,Yes,Career Growth,Neutral,Kiosk
SUR00270,EMP00834,Manager Effectiveness,2021-03-29,Customer Success,L6,San Francisco,3.77,3.0,1.41,1.15,4.1,4.36,-31,No,Tools & Technology,Neutral,Kiosk
SUR00271,EMP01160,Onboarding,2021-03-03,Legal,L1,Remote,3.72,4.4,2.33,4.63,3.01,2.66,-67,Neutral,Autonomy,Neutral,Kiosk
SUR00272,EMP00816,Exit,2024-05-01,Customer Success,L2,Remote,3.55,4.66,2.39,3.62,2.95,1.57,-30,Yes,Culture,Positive,Email
SUR00273,EMP00595,DEI,2023-01-06,Product,L7,Atlanta,4.63,1.72,4.39,3.7,3.51,2.15,3,No,Work-Life Balance,Negative,Kiosk
SUR00274,EMP00400,Engagement,2021-07-16,Legal,L7,Seattle,2.98,3.1,3.52,1.49,4.96,3.69,-4,Neutral,Tools & Technology,Negative,Email
SUR00275,EMP00276,Manager Effectiveness,2026-05-25,Data Science,L4,Austin,3.44,2.78,2.55,1.48,2.56,1.55,84,Neutral,Recognition,Neutral,Email
SUR00276,EMP00389,Onboarding,2024-05-07,Customer Success,L2,Seattle,4.23,2.6,3.19,4.67,4.99,3.7,23,Neutral,Career Growth,Positive,QR Code
SUR00277,EMP00757,Exit,2021-11-19,Product,L6,Atlanta,4.29,2.18,1.63,4.59,4.29,2.99,-67,Yes,Work-Life Balance,Negative,App
SUR00278,EMP00661,Pulse,2022-07-15,Marketing,L2,Boston,1.61,4.31,2.56,1.14,3.08,3.98,33,Neutral,Culture,Negative,QR Code
SUR00279,EMP00129,Exit,2022-01-04,Sales,L3,New York,2.36,1.6,3.5,4.63,4.59,2.32,96,Yes,Compensation,Negative,Email
SUR00280,EMP01055,Onboarding,2023-01-31,Legal,L1,Boston,3.45,4.32,1.92,3.66,1.97,1.51,83,Neutral,Work-Life Balance,Positive,Email
SUR00281,EMP00301,DEI,2022-07-09,Finance,L6,Chicago,3.9,4.17,2.11,3.79,4.2,2.12,-93,Neutral,Autonomy,Negative,App
SUR00282,EMP00544,Wellbeing,2026-02-01,HR,L6,Atlanta,4.5,2.93,4.05,1.6,4.5,1.18,-62,Yes,Work-Life Balance,Neutral,App
SUR00283,EMP00468,Engagement,2022-03-21,Product,L5,Remote,4.46,4.6,3.07,3.01,3.61,4.84,74,Neutral,Recognition,Positive,Kiosk
SUR00284,EMP00334,Exit,2022-12-06,Product,L5,Remote,4.02,2.74,1.87,2.33,3.02,2.81,-28,No,Management,Neutral,App
SUR00285,EMP00616,DEI,2023-12-07,Customer Success,L2,Chicago,4.0,4.97,4.3,1.6,2.24,3.99,-68,Neutral,Tools & Technology,Positive,Kiosk
SUR00286,EMP00240,Engagement,2026-01-16,Product,L5,Dallas,4.03,3.21,2.32,4.94,2.01,2.46,41,Neutral,Management,Negative,QR Code
SUR00287,EMP00326,Engagement,2026-07-15,Finance,L4,Denver,2.89,2.52,2.52,1.18,1.51,3.18,26,No,Tools & Technology,Negative,QR Code
SUR00288,EMP00162,Wellbeing,2024-09-24,Marketing,L1,Atlanta,2.25,1.29,4.37,1.86,4.65,3.22,54,Yes,Work-Life Balance,Neutral,App
SUR00289,EMP00812,Pulse,2021-07-15,Data Science,L6,New York,2.92,2.18,4.59,1.33,4.16,2.05,-100,Neutral,Work-Life Balance,Positive,QR Code
SUR00290,EMP00168,Onboarding,2026-03-04,Finance,L3,Austin,3.36,4.47,2.53,2.22,3.83,2.25,-48,Yes,Work-Life Balance,Negative,QR Code
SUR00291,EMP00199,Manager Effectiveness,2021-09-08,Data Science,L7,Boston,1.91,4.27,4.55,4.14,4.73,1.66,10,Neutral,Autonomy,Positive,Email
SUR00292,EMP00052,Manager Effectiveness,2021-04-04,Design,L2,Seattle,1.91,2.21,3.4,2.46,3.85,3.8,41,Neutral,Recognition,Negative,Email
SUR00293,EMP01087,DEI,2023-11-04,Sales,L7,Atlanta,3.05,1.21,3.84,4.72,4.53,1.46,46,Neutral,Management,Neutral,Kiosk
SUR00294,EMP00446,Exit,2023-06-15,HR,L5,Austin,2.96,2.15,4.47,4.81,1.84,1.47,-58,Yes,Compensation,Negative,Kiosk
SUR00295,EMP00541,DEI,2021-03-25,Product,L1,Seattle,2.8,3.74,4.92,3.93,4.51,4.51,34,Yes,Recognition,Negative,QR Code
SUR00296,EMP00635,Exit,2023-08-24,Design,L7,Atlanta,2.02,2.84,1.88,2.54,4.44,4.93,-10,No,Career Growth,Positive,QR Code
SUR00297,EMP00774,Wellbeing,2021-10-13,Marketing,L7,Dallas,4.41,1.48,4.87,4.15,3.58,1.51,48,Yes,Recognition,Negative,App
SUR00298,EMP00985,DEI,2025-06-07,Finance,L7,Atlanta,1.53,2.05,4.16,3.39,1.79,1.04,-24,Neutral,Tools & Technology,Negative,QR Code
SUR00299,EMP01168,Pulse,2024-09-18,Engineering,L4,Denver,3.64,2.59,4.55,3.17,4.95,1.38,-49,No,Culture,Positive,Kiosk
SUR00300,EMP01068,Manager Effectiveness,2025-01-28,Finance,L5,Dallas,1.37,4.87,3.63,4.93,4.19,2.41,-61,No,Management,Positive,Email
SUR00301,EMP00797,Wellbeing,2022-04-27,Product,L5,San Francisco,2.9,3.83,2.23,3.84,4.75,4.16,-36,Neutral,Work-Life Balance,Positive,QR Code
SUR00302,EMP00693,DEI,2022-12-18,Operations,L6,Dallas,4.23,3.84,3.29,2.03,1.29,1.99,46,Yes,Work-Life Balance,Positive,QR Code
SUR00303,EMP00397,Wellbeing,2023-03-18,Operations,L5,Atlanta,1.71,2.6,2.71,2.97,2.95,3.27,-8,Neutral,Recognition,Positive,App
SUR00304,EMP00633,Engagement,2023-09-22,Finance,L5,San Francisco,3.34,1.88,4.26,3.22,4.84,3.61,-24,Yes,Recognition,Neutral,App
SUR00305,EMP00394,Pulse,2024-05-29,IT,L1,Atlanta,4.4,1.46,4.46,1.13,1.3,1.9,-73,No,Culture,Negative,Email
SUR00306,EMP00631,Onboarding,2022-01-11,Design,L2,Denver,4.89,3.0,1.63,1.3,4.97,3.41,-78,Yes,Recognition,Positive,QR Code
SUR00307,EMP00513,Manager Effectiveness,2023-08-01,Design,L5,New York,2.25,3.52,4.2,3.41,4.82,2.37,23,Yes,Career Growth,Neutral,QR Code
SUR00308,EMP01173,Exit,2023-08-04,Data Science,L2,Denver,2.81,4.91,3.34,2.58,1.18,1.72,-51,No,Management,Neutral,Kiosk
SUR00309,EMP00459,Wellbeing,2021-12-22,Engineering,L3,Dallas,4.19,3.27,2.76,1.63,2.07,2.45,20,Yes,Tools & Technology,Neutral,QR Code
SUR00310,EMP00401,Pulse,2025-04-23,Product,L4,New York,1.47,3.73,2.23,3.47,4.33,2.87,27,Yes,Management,Negative,QR Code
SUR00311,EMP00010,Manager Effectiveness,2026-06-03,IT,L4,Dallas,2.36,3.03,3.75,4.47,3.75,2.68,-84,Yes,Tools & Technology,Negative,QR Code
SUR00312,EMP00411,Onboarding,2023-10-23,Legal,L4,Remote,2.17,1.85,3.79,1.78,4.42,2.1,27,Yes,Management,Neutral,App
SUR00313,EMP00308,Exit,2023-03-22,Product,L6,Denver,4.54,4.06,2.4,2.57,4.49,2.06,-15,Neutral,Autonomy,Negative,QR Code
SUR00314,EMP00789,DEI,2022-06-16,IT,L6,Seattle,4.89,3.98,2.4,4.37,4.24,1.95,13,No,Tools & Technology,Negative,Email
SUR00315,EMP00266,Onboarding,2021-02-18,Operations,L2,Atlanta,2.98,3.4,1.02,3.9,3.72,3.99,56,No,Tools & Technology,Positive,Kiosk
SUR00316,EMP00682,Engagement,2022-05-01,Product,L7,Boston,2.12,4.47,1.13,4.87,3.1,2.5,36,Yes,Compensation,Negative,Kiosk
SUR00317,EMP00826,DEI,2022-01-22,Marketing,L6,Remote,1.48,2.63,2.52,4.9,3.1,3.79,-30,Yes,Autonomy,Positive,QR Code
SUR00318,EMP00429,Engagement,2026-06-05,Finance,L1,Boston,1.01,4.52,1.87,4.24,3.83,4.35,-20,Yes,Career Growth,Negative,App
SUR00319,EMP00835,Onboarding,2023-11-24,HR,L7,Dallas,2.81,3.33,1.82,4.56,4.7,2.87,65,No,Culture,Negative,QR Code
SUR00320,EMP00885,Wellbeing,2021-03-18,HR,L2,Austin,4.61,1.79,4.14,3.48,2.06,2.34,-63,Yes,Culture,Positive,Email
SUR00321,EMP00182,Engagement,2022-01-02,Data Science,L4,Denver,1.18,4.22,1.44,4.5,2.31,2.57,32,No,Autonomy,Neutral,QR Code
SUR00322,EMP00415,DEI,2022-02-07,HR,L7,New York,2.71,2.05,1.86,2.29,4.45,2.48,80,No,Compensation,Neutral,Email
SUR00323,EMP00705,Wellbeing,2025-04-01,Data Science,L6,Austin,2.64,1.74,2.87,3.9,4.44,2.88,10,No,Career Growth,Neutral,Email
SUR00324,EMP01110,Wellbeing,2026-04-14,Sales,L2,Remote,1.73,4.53,2.6,1.38,1.87,1.44,-52,No,Autonomy,Neutral,Kiosk
SUR00325,EMP01067,Onboarding,2026-05-20,Data Science,L1,Chicago,4.64,1.99,2.64,3.0,1.04,4.67,29,Yes,Autonomy,Negative,Email
SUR00326,EMP00092,Wellbeing,2025-07-02,Legal,L7,Boston,1.48,1.12,2.71,1.16,1.14,2.82,-48,Neutral,Culture,Neutral,Kiosk
SUR00327,EMP01050,Pulse,2025-07-08,Engineering,L2,Seattle,3.07,4.08,2.85,2.73,4.46,3.64,76,Neutral,Career Growth,Neutral,Kiosk
SUR00328,EMP00265,Exit,2022-01-14,Customer Success,L1,Remote,1.04,1.47,2.81,4.48,3.02,4.17,-1,No,Compensation,Negative,Email
SUR00329,EMP00877,Exit,2025-03-05,Customer Success,L3,Remote,3.01,2.07,2.04,2.07,1.17,3.25,46,No,Compensation,Positive,App
SUR00330,EMP00382,Wellbeing,2021-03-10,Product,L6,Boston,2.74,4.38,4.3,1.62,3.48,4.12,-69,Neutral,Tools & Technology,Positive,App
SUR00331,EMP00078,Pulse,2024-05-28,IT,L6,Remote,2.61,1.78,1.09,3.4,4.57,4.64,-9,No,Tools & Technology,Neutral,Email
SUR00332,EMP00502,Engagement,2023-06-21,IT,L6,Remote,1.47,2.41,4.22,4.37,4.22,3.73,-47,Yes,Career Growth,Positive,App
SUR00333,EMP00732,Pulse,2021-07-11,Customer Success,L3,New York,1.09,1.51,1.31,4.79,1.56,1.16,77,No,Management,Positive,Kiosk
SUR00334,EMP01083,Manager Effectiveness,2021-09-12,Design,L1,Remote,1.95,4.87,4.64,2.39,3.12,3.84,-45,Neutral,Tools & Technology,Neutral,QR Code
SUR00335,EMP00916,Pulse,2024-04-16,Customer Success,L6,Austin,2.08,3.87,3.55,2.31,3.11,1.42,-79,Neutral,Management,Neutral,App
SUR00336,EMP00385,Manager Effectiveness,2023-11-22,Marketing,L4,Seattle,4.41,3.35,4.47,1.39,2.37,4.48,-7,Neutral,Autonomy,Negative,QR Code
SUR00337,EMP01082,Manager Effectiveness,2023-12-14,Data Science,L6,San Francisco,2.35,2.35,1.16,1.21,3.05,3.3,86,Neutral,Tools & Technology,Neutral,Kiosk
SUR00338,EMP01028,Exit,2023-03-05,Sales,L6,Boston,1.06,3.83,2.18,3.22,3.34,1.46,82,No,Career Growth,Negative,App
SUR00339,EMP00523,Onboarding,2023-04-14,Design,L3,New York,1.95,2.33,2.77,4.4,3.38,2.44,100,No,Compensation,Neutral,Kiosk
SUR00340,EMP01042,DEI,2021-06-09,Engineering,L5,Austin,3.66,2.79,4.1,2.2,4.07,2.81,27,No,Culture,Neutral,App
SUR00341,EMP00758,Onboarding,2025-12-06,Design,L1,Austin,1.87,2.79,4.41,3.95,4.25,1.99,52,No,Career Growth,Positive,QR Code
