interaction_id,employee_id,department,customer_id,interaction_date,channel,product_service,csat_score,nps_score,resolution_time_hrs,first_contact_resolution,escalated,sentiment,feedback_category,region,repeat_contact
INT00768,EMP00475,Customer Success,CUST11657,2022-10-08,Self-Service Portal,Enterprise Plan,1.8,4,41.7,Yes,No,Neutral,Courtesy,APAC,Yes
INT00769,EMP00974,Support,CUST94538,2026-07-27,Email,Enterprise Plan,3.7,2,62.8,Yes,No,Negative,Knowledge,APAC,No
INT00770,EMP00062,Customer Success,CUST11330,2022-05-13,Phone,Product C,2.7,9,67.2,No,Yes,Positive,Knowledge,APAC,No
INT00771,EMP00772,Support,CUST49514,2022-10-03,Email,Product A,4.3,9,29.3,Yes,No,Negative,Knowledge,LATAM,No
INT00772,EMP00480,Support,CUST75538,2023-10-17,Self-Service Portal,Service Package 1,4.9,3,61.4,No,No,Positive,Accuracy,North America,No
INT00773,EMP00260,Operations,CUST14368,2024-01-08,In-Person,Enterprise Plan,2.1,1,22.6,Yes,Yes,Positive,Speed,North America,No
INT00774,EMP00756,Support,CUST50423,2024-07-29,Chat,Product A,1.7,5,35.3,No,No,Negative,Speed,North America,Yes
INT00775,EMP00009,Sales,CUST32030,2024-11-27,In-Person,Starter Plan,4.0,7,68.2,No,Yes,Neutral,Follow-Up,EMEA,Yes
INT00776,EMP00273,Support,CUST97214,2022-04-29,Self-Service Portal,Starter Plan,1.4,5,51.9,Yes,No,Positive,Accuracy,EMEA,Yes
INT00777,EMP00378,Sales,CUST27684,2024-04-02,Phone,Product A,2.8,5,20.7,No,No,Positive,Speed,North America,Yes
INT00778,EMP00559,Sales,CUST37299,2023-09-29,Self-Service Portal,Product B,3.6,10,54.6,Yes,No,Positive,Follow-Up,APAC,No
INT00779,EMP00831,Operations,CUST28831,2024-06-16,Self-Service Portal,Product C,2.9,0,9.7,Yes,No,Negative,Courtesy,LATAM,No
INT00780,EMP00906,Customer Success,CUST45213,2024-03-17,In-Person,Product B,1.8,9,52.3,Yes,No,Positive,Accuracy,LATAM,Yes
INT00781,EMP00231,Sales,CUST30488,2024-09-21,Chat,Product A,4.6,3,70.2,No,No,Negative,Knowledge,APAC,Yes
INT00782,EMP00534,Customer Success,CUST80540,2024-12-22,Phone,Product C,4.5,7,47.0,Yes,Yes,Neutral,Speed,EMEA,Yes
INT00783,EMP01048,Operations,CUST44174,2023-11-29,Self-Service Portal,Enterprise Plan,1.6,9,21.9,Yes,Yes,Neutral,Knowledge,EMEA,No
INT00784,EMP00837,Customer Success,CUST82328,2025-09-01,Self-Service Portal,Product A,3.2,4,66.2,Yes,Yes,Positive,Accuracy,APAC,Yes
INT00785,EMP00758,Support,CUST53254,2025-04-23,Self-Service Portal,Starter Plan,2.4,9,32.4,Yes,No,Neutral,Speed,North America,No
INT00786,EMP00856,Support,CUST28350,2022-01-05,Self-Service Portal,Product B,4.4,5,40.9,Yes,No,Neutral,Speed,LATAM,Yes
INT00787,EMP00088,Operations,CUST12891,2022-07-24,Phone,Starter Plan,1.9,0,16.2,Yes,No,Negative,Accuracy,EMEA,No
INT00788,EMP00625,Sales,CUST36059,2025-11-10,In-Person,Starter Plan,4.6,5,15.0,No,No,Neutral,Speed,EMEA,No
INT00789,EMP00974,Support,CUST23086,2022-12-19,Phone,Service Package 1,1.9,8,12.0,Yes,No,Positive,Accuracy,EMEA,No
INT00790,EMP00999,Sales,CUST46485,2025-11-14,Self-Service Portal,Product C,1.9,6,52.1,Yes,No,Negative,Speed,LATAM,No
INT00791,EMP00390,Customer Success,CUST10534,2023-12-18,Phone,Product C,3.5,7,5.1,Yes,Yes,Neutral,Courtesy,EMEA,No
INT00792,EMP00700,Support,CUST96581,2022-05-10,Chat,Starter Plan,4.8,10,61.4,Yes,No,Negative,Accuracy,APAC,Yes
INT00793,EMP00558,Sales,CUST95263,2023-07-18,Self-Service Portal,Product C,1.0,1,23.1,Yes,Yes,Positive,Knowledge,APAC,No
INT00794,EMP00838,Customer Success,CUST92026,2023-10-05,In-Person,Starter Plan,2.8,9,41.9,Yes,No,Neutral,Follow-Up,LATAM,No
INT00795,EMP00545,Sales,CUST78586,2025-04-21,In-Person,Product B,4.1,9,46.8,No,Yes,Positive,Accuracy,LATAM,No
INT00796,EMP01168,Sales,CUST17099,2022-03-11,Chat,Product C,2.8,4,69.7,Yes,No,Negative,Courtesy,APAC,Yes
INT00797,EMP01152,Sales,CUST80795,2022-07-05,Self-Service Portal,Product B,1.6,5,6.0,Yes,No,Neutral,Follow-Up,North America,No
INT00798,EMP01100,Sales,CUST67533,2022-11-18,Self-Service Portal,Service Package 1,4.5,1,17.3,Yes,No,Neutral,Speed,EMEA,Yes
INT00799,EMP00824,Sales,CUST19712,2024-04-20,Chat,Product A,1.5,2,19.9,Yes,No,Negative,Speed,EMEA,No
INT00800,EMP00199,Operations,CUST64751,2022-01-09,Self-Service Portal,Service Package 1,1.5,7,34.4,Yes,No,Neutral,Speed,APAC,No
