Skill_ID,Skill_Name,Skill_Category,Skill_Subcategory,Proficiency_Level_Required,Proficiency_Level_Average_Workforce,Demand_Trend,Criticality_Score,Supply_Gap_Score,Primary_Job_Families,Preferred_Learning_Method,Avg_Time_To_Proficiency_Months,Certification_Available,Certification_Name,Adjacent_Skills,Taxonomy_Version,Last_Updated,Owned_By_Function,Active
SKL-1035,Strategic Planning,Leadership,Emerging,Proficient,Foundational,Increasing,8.15,1.94,Sales; Customer Experience; Data Science; Legal & Compliance,Mentoring,18,No,Azure Data Engineer,HRBP; Marketing Analytics; Financial Modeling,v2.4,2026-02-22,People Analytics,Yes
SKL-1020,Databricks,Technical,Emerging,Expert,Foundational,Emerging,5.53,2.21,Marketing; Finance; Legal & Compliance,Stretch Assignment,10,Yes,PMP,Data Visualization; API Development; FinTech,v2.4,2026-03-02,HRBP,Yes
SKL-1018,AWS,Technical,Specialized,Developing,Proficient,Increasing,6.78,-2.51,Customer Experience; Data Science,On-the-Job,22,No,CFA,Coaching & Mentoring; Spark; Manufacturing Ops,v2.4,2026-03-09,People Analytics,No
SKL-1037,Change Management,Leadership,Specialized,Foundational,Foundational,Decreasing,2.97,4.65,Marketing; Engineering,Certification,23,Yes,None,Predictive Analytics; Manufacturing Ops; A/B Testing,v2.4,2026-04-24,People Analytics,Yes
SKL-1034,Financial Modeling,Analytical,Emerging,Expert,Advanced,Stable,5.01,2.3,Operations; People & HR; Sales; Engineering,Mentoring,7,No,PMP,dbt; NLP; Digital Transformation,v2.4,2026-05-06,People Analytics,Yes
SKL-1002,Machine Learning,Technical,Specialized,Developing,Developing,Emerging,7.19,-3.12,Data Science; Product,Formal Training,16,No,Google Cloud Prof.,Healthcare Analytics; Azure; SQL,v2.4,2026-06-04,L&D,No
SKL-1049,HRBP,Functional,Core,Foundational,Foundational,Increasing,2.19,2.7,People & HR; Engineering; Customer Experience,External Course,5,No,Google Cloud Prof.,Statistical Modeling; Azure; Presentation Skills,v2.4,2026-05-25,Talent Management,Yes
SKL-1039,Stakeholder Management,Leadership,Specialized,Advanced,Developing,Stable,1.5,1.92,Engineering,External Course,3,Yes,Azure Data Engineer,Change Management; React; Retail Banking,v2.4,2026-04-17,People Analytics,Yes
SKL-1028,Data Visualization,Analytical,Core,Developing,Advanced,Emerging,2.33,1.55,Product; Data Science,Mentoring,7,Yes,PHR,React; Executive Presence; Talent Acquisition,v2.4,2026-01-20,HRBP,Yes
SKL-1046,Compensation & Benefits,Functional,Core,Foundational,Expert,Stable,2.6,0.3,Product; People & HR,Stretch Assignment,23,No,CPA,Talent Development; React; Financial Modeling,v2.4,2026-05-08,HRBP,Yes
SKL-1009,Power BI,Technical,Core,Developing,Developing,Decreasing,2.33,-0.53,Data Science; Legal & Compliance; Product; Operations,Self-Study,6,Yes,CFA,R; Airflow; HRBP,v2.4,2026-04-01,HRBP,No
SKL-1054,Finance Business Partnering,Functional,Foundational,Advanced,Expert,Decreasing,2.24,4.44,Product; Legal & Compliance,Certification,17,No,Azure Data Engineer,FinTech; Business Intelligence; HRBP,v2.4,2026-01-22,Talent Management,Yes
SKL-1011,Kubernetes,Technical,Emerging,Proficient,Foundational,Stable,9.95,-4.83,People & HR; Data Science; Engineering; Legal & Compliance,Self-Study,6,No,Databricks Certified,AWS; Manufacturing Ops; Sales Operations,v2.4,2026-03-04,People Analytics,Yes
SKL-1007,Cybersecurity,Technical,Emerging,Foundational,Developing,Emerging,7.6,1.96,Operations; Engineering; Data Science; Legal & Compliance,Certification,4,No,PMP,Data Engineering; AWS; Compensation & Benefits,v2.4,2026-02-06,L&D,Yes
SKL-1009,Power BI,Technical,Core,Expert,Advanced,Stable,7.89,-0.3,Customer Experience; Marketing,Mentoring,15,No,Databricks Certified,SQL; Executive Presence; Java,v2.4,2026-02-09,L&D,Yes
SKL-1022,dbt,Technical,Emerging,Foundational,Advanced,Emerging,7.12,3.76,Legal & Compliance; Customer Experience; Marketing,Stretch Assignment,9,No,PMP,Financial Modeling; Kubernetes; Consumer Packaged Goods,v2.4,2026-04-07,People Analytics,Yes
SKL-1051,Marketing Analytics,Functional,Core,Developing,Advanced,Stable,8.4,4.76,Sales,Mentoring,12,No,None,Snowflake; DevOps; People Analytics,v2.4,2026-06-15,Talent Management,Yes
SKL-1034,Financial Modeling,Analytical,Core,Foundational,Foundational,Decreasing,6.43,3.47,Finance,Self-Study,7,Yes,Google Cloud Prof.,Forecasting; SQL; Stakeholder Management,v2.4,2026-02-18,People Analytics,Yes
SKL-1030,Root Cause Analysis,Analytical,Specialized,Foundational,Expert,Increasing,6.07,2.9,Engineering,Self-Study,4,No,AWS Certified,Talent Acquisition; Executive Presence; Supply Chain,v2.4,2026-05-09,People Analytics,Yes
SKL-1050,Supply Chain,Functional,Specialized,Developing,Foundational,Decreasing,4.67,2.41,Customer Experience,External Course,6,Yes,None,Presentation Skills; Cloud Architecture; Change Management,v2.4,2026-02-11,People Analytics,No
SKL-1010,Spark,Technical,Core,Developing,Developing,Stable,7.92,-3.39,Sales; People & HR; Operations,Self-Study,13,No,AWS Certified,HRBP; Root Cause Analysis; A/B Testing,v2.4,2026-06-06,L&D,Yes
SKL-1072,Digital Transformation,Domain,Foundational,Foundational,Foundational,Stable,7.9,-1.9,Sales,On-the-Job,16,No,PMP,Change Management; Databricks; Tableau,v2.4,2026-03-13,HRBP,Yes
SKL-1011,Kubernetes,Technical,Core,Developing,Advanced,Decreasing,9.88,4.78,People & HR; Data Science; Sales; Engineering,Self-Study,11,No,None,R; Collaboration; Compensation & Benefits,v2.4,2026-05-12,HRBP,Yes
SKL-1010,Spark,Technical,Foundational,Expert,Advanced,Decreasing,8.9,4.91,Legal & Compliance,Stretch Assignment,3,Yes,Azure Data Engineer,SQL; GCP; React,v2.4,2026-03-16,Talent Management,Yes
SKL-1072,Digital Transformation,Domain,Foundational,Foundational,Developing,Emerging,8.87,1.69,Sales; Legal & Compliance; Customer Experience,On-the-Job,4,Yes,Google Cloud Prof.,Supply Chain; Communication; Statistical Modeling,v2.4,2026-04-13,HRBP,Yes
SKL-1040,Decision Making,Leadership,Specialized,Expert,Advanced,Stable,7.32,-0.24,Sales; Engineering; People & HR,Mentoring,6,Yes,CFA,Digital Transformation; Cloud Architecture; Learning & Development,v2.4,2026-01-16,HRBP,No
SKL-1060,Active Listening,Interpersonal,Emerging,Foundational,Developing,Increasing,9.57,1.84,Marketing; People & HR; Data Science,Formal Training,4,No,None,Spark; Organizational Design; Conflict Resolution,v2.4,2026-04-18,People Analytics,Yes
SKL-1023,Airflow,Technical,Core,Foundational,Advanced,Decreasing,9.67,-2.03,Operations; Product,Mentoring,17,Yes,None,Talent Acquisition; Regulatory Compliance; HRBP,v2.4,2026-01-03,People Analytics,Yes
SKL-1074,ESG Reporting,Domain,Emerging,Proficient,Proficient,Increasing,2.35,-0.41,Sales; Operations,On-the-Job,23,No,CPA,Consumer Packaged Goods; Python; Conflict Resolution,v2.4,2026-02-02,Talent Management,Yes
SKL-1004,Cloud Architecture,Technical,Emerging,Developing,Advanced,Stable,6.41,-2.84,Finance; Engineering,Self-Study,13,Yes,CPA,Stakeholder Management; Influence Without Authority; Scala,v2.4,2026-06-29,Talent Management,No
SKL-1052,Customer Success,Functional,Foundational,Proficient,Proficient,Emerging,5.71,2.65,People & HR,Mentoring,15,No,PMP,Manufacturing Ops; Databricks; E-Commerce,v2.4,2026-04-22,Talent Management,Yes
SKL-1055,Communication,Interpersonal,Specialized,Expert,Foundational,Increasing,8.25,-3.96,Legal & Compliance,Mentoring,5,No,Azure Data Engineer,TensorFlow; Collaboration; Influence Without Authority,v2.4,2026-05-29,L&D,Yes
SKL-1053,Sales Operations,Functional,Emerging,Developing,Advanced,Emerging,2.03,3.56,Operations,External Course,16,No,None,Python; People Analytics; Data Visualization,v2.4,2026-05-10,HRBP,Yes
SKL-1033,Experimentation Design,Analytical,Specialized,Advanced,Developing,Increasing,9.1,-0.85,Engineering,Formal Training,13,No,CFA,Snowflake; Regulatory Compliance; Communication,v2.4,2026-03-03,Talent Management,Yes
SKL-1050,Supply Chain,Functional,Core,Expert,Advanced,Stable,9.45,-1.1,Product; Operations,Certification,7,No,PHR,TensorFlow; R; Influence Without Authority,v2.4,2026-01-31,Talent Management,Yes
SKL-1070,Manufacturing Ops,Domain,Emerging,Proficient,Developing,Increasing,1.84,-0.63,Engineering; Customer Experience,On-the-Job,20,No,AWS Certified,R; Negotiation; Talent Acquisition,v2.4,2026-02-17,People Analytics,Yes
SKL-1038,Organizational Design,Leadership,Emerging,Expert,Developing,Emerging,7.93,1.59,Data Science; People & HR; Engineering,Stretch Assignment,20,Yes,Google Cloud Prof.,Negotiation; Scala; React,v2.4,2026-02-06,HRBP,Yes
SKL-1023,Airflow,Technical,Core,Foundational,Advanced,Decreasing,9.21,-2.92,Sales,External Course,2,No,Google Cloud Prof.,Written Communication; Power BI; A/B Testing,v2.4,2026-06-25,Talent Management,No
SKL-1040,Decision Making,Leadership,Foundational,Developing,Developing,Decreasing,1.09,-3.21,Data Science,Self-Study,13,No,Azure Data Engineer,Python; Databricks; Consumer Packaged Goods,v2.4,2026-03-07,L&D,Yes
SKL-1003,Data Engineering,Technical,Core,Expert,Expert,Stable,2.95,-1.35,Engineering; Operations,Formal Training,9,Yes,PMP,Financial Modeling; Strategic Planning; Presentation Skills,v2.4,2026-02-21,L&D,Yes
SKL-1070,Manufacturing Ops,Domain,Specialized,Advanced,Advanced,Emerging,5.61,-1.0,Marketing; People & HR,Formal Training,23,No,None,React; ESG Reporting; Stakeholder Management,v2.4,2026-02-12,People Analytics,No
SKL-1055,Communication,Interpersonal,Foundational,Advanced,Expert,Decreasing,8.34,1.23,Product; Finance; Operations; People & HR,Stretch Assignment,4,No,PMP,Cloud Architecture; Retail Banking; Predictive Analytics,v2.4,2026-05-31,Talent Management,Yes
SKL-1067,Healthcare Analytics,Domain,Specialized,Advanced,Foundational,Increasing,2.62,-1.77,Operations; Finance,On-the-Job,8,No,CFA,AWS; Decision Making; Scala,v2.4,2026-01-03,HRBP,Yes
SKL-1042,Board Communication,Leadership,Emerging,Advanced,Expert,Decreasing,9.09,0.62,Marketing; Finance; Customer Experience; Engineering,Certification,10,Yes,None,Communication; Decision Making; Statistical Modeling,v2.4,2026-02-20,L&D,No
SKL-1063,Facilitation,Interpersonal,Core,Proficient,Advanced,Increasing,2.12,-3.29,Legal & Compliance; Product; Finance,Certification,2,No,AWS Certified,Regulatory Compliance; Python; Empathy,v2.4,2026-03-14,People Analytics,No
SKL-1004,Cloud Architecture,Technical,Core,Proficient,Foundational,Increasing,5.23,3.3,Marketing; Legal & Compliance; Operations; Product,Self-Study,14,Yes,Azure Data Engineer,Decision Making; Facilitation; DevOps,v2.4,2026-04-11,HRBP,No
SKL-1063,Facilitation,Interpersonal,Core,Proficient,Expert,Increasing,1.26,-4.52,People & HR,On-the-Job,12,No,PHR,Snowflake; Kubernetes; NLP,v2.4,2026-04-05,L&D,Yes
SKL-1033,Experimentation Design,Analytical,Core,Foundational,Foundational,Decreasing,1.68,-1.71,Marketing; People & HR; Customer Experience; Legal & Compliance,Mentoring,5,Yes,CFA,AWS; ESG Reporting; Customer Success,v2.4,2026-06-13,Talent Management,Yes
SKL-1066,Consumer Packaged Goods,Domain,Emerging,Expert,Advanced,Emerging,9.79,-1.78,Finance; Data Science; Marketing; Product,Self-Study,24,Yes,CFA,SaaS GTM; Quantitative Research; A/B Testing,v2.4,2026-06-27,L&D,Yes
SKL-1063,Facilitation,Interpersonal,Core,Developing,Foundational,Stable,5.21,-1.15,Data Science; Operations; Finance; Product,Certification,18,No,CPA,Negotiation; GCP; Influence Without Authority,v2.4,2026-01-28,People Analytics,Yes
SKL-1046,Compensation & Benefits,Functional,Foundational,Advanced,Expert,Stable,8.02,-3.12,Product; People & HR; Marketing,External Course,20,Yes,PMP,Empathy; React; Java,v2.4,2026-03-03,L&D,No
SKL-1023,Airflow,Technical,Specialized,Foundational,Advanced,Emerging,4.17,-3.82,Operations,Mentoring,8,Yes,None,Influence Without Authority; Communication; Retail Banking,v2.4,2026-03-27,L&D,No
SKL-1034,Financial Modeling,Analytical,Specialized,Foundational,Foundational,Emerging,7.59,-0.77,Finance; Product; People & HR,Certification,10,No,Azure Data Engineer,Communication; React; DevOps,v2.4,2026-06-15,People Analytics,Yes
SKL-1028,Data Visualization,Analytical,Core,Foundational,Foundational,Decreasing,3.15,0.32,Finance; Product; Customer Experience,Mentoring,5,Yes,CPA,Facilitation; A/B Testing; Snowflake,v2.4,2026-02-22,HRBP,Yes
SKL-1036,Executive Presence,Leadership,Core,Foundational,Developing,Emerging,7.65,3.53,People & HR; Operations,Stretch Assignment,4,Yes,PMP,Board Communication; Negotiation; AWS,v2.4,2026-01-04,Talent Management,No
SKL-1042,Board Communication,Leadership,Core,Developing,Proficient,Increasing,2.54,2.6,Legal & Compliance,Self-Study,17,Yes,Databricks Certified,Quantitative Research; Active Listening; Java,v2.4,2026-01-12,L&D,Yes
SKL-1029,Business Intelligence,Analytical,Emerging,Developing,Foundational,Increasing,3.74,2.36,Sales; Operations; Marketing; Customer Experience,Mentoring,10,No,Databricks Certified,SQL; Talent Acquisition; Organizational Design,v2.4,2026-03-27,Talent Management,Yes
SKL-1034,Financial Modeling,Analytical,Core,Developing,Advanced,Stable,6.93,-3.58,Engineering; Finance; Product; People & HR,Formal Training,4,Yes,None,React; Strategic Planning; E-Commerce,v2.4,2026-04-26,People Analytics,Yes
SKL-1044,Talent Development,Leadership,Specialized,Advanced,Expert,Emerging,9.51,-2.24,Engineering; Customer Experience,Stretch Assignment,12,Yes,None,Negotiation; Digital Transformation; Talent Development,v2.4,2026-03-15,L&D,Yes
SKL-1063,Facilitation,Interpersonal,Emerging,Advanced,Developing,Decreasing,6.61,1.64,Sales; Marketing; Data Science,External Course,11,Yes,Databricks Certified,API Development; Forecasting; Executive Presence,v2.4,2026-06-01,L&D,Yes
SKL-1062,Written Communication,Interpersonal,Specialized,Foundational,Advanced,Decreasing,6.94,-4.99,People & HR; Operations; Marketing,External Course,18,Yes,Google Cloud Prof.,Financial Modeling; AWS; Statistical Modeling,v2.4,2026-04-21,L&D,Yes
SKL-1028,Data Visualization,Analytical,Core,Advanced,Proficient,Stable,8.31,1.37,Product; Data Science; Marketing; People & HR,Certification,11,Yes,None,Coaching & Mentoring; ESG Reporting; Azure,v2.4,2026-06-24,People Analytics,Yes
SKL-1017,Azure,Technical,Foundational,Expert,Developing,Decreasing,3.74,-2.03,Customer Experience; People & HR; Product; Sales,External Course,15,Yes,PMP,Healthcare Analytics; Collaboration; Decision Making,v2.4,2026-05-09,HRBP,No
SKL-1045,Talent Acquisition,Functional,Foundational,Advanced,Advanced,Emerging,5.15,4.13,Product,On-the-Job,6,No,PHR,ESG Reporting; Retail Banking; People Analytics,v2.4,2026-02-02,HRBP,Yes
SKL-1050,Supply Chain,Functional,Emerging,Advanced,Foundational,Emerging,8.27,3.75,Engineering; Data Science; Legal & Compliance; People & HR,External Course,22,Yes,CFA,TensorFlow; Change Management; Digital Transformation,v2.4,2026-05-04,HRBP,Yes
SKL-1015,Scala,Technical,Core,Developing,Expert,Stable,6.06,4.67,Finance; People & HR,Self-Study,22,No,AWS Certified,Written Communication; Statistical Modeling; Java,v2.4,2026-01-18,L&D,Yes
SKL-1015,Scala,Technical,Core,Developing,Developing,Increasing,5.26,3.33,Product; Engineering; Data Science; People & HR,Mentoring,17,Yes,PHR,E-Commerce; Experimentation Design; Collaboration,v2.4,2026-06-18,L&D,No
SKL-1018,AWS,Technical,Core,Developing,Developing,Stable,2.54,2.42,Sales; Legal & Compliance,Self-Study,11,Yes,Databricks Certified,People Analytics; Strategic Planning; Supply Chain,v2.4,2026-04-09,L&D,No
SKL-1053,Sales Operations,Functional,Foundational,Developing,Foundational,Decreasing,5.11,0.64,Legal & Compliance,Self-Study,3,No,AWS Certified,Talent Acquisition; Azure; Empathy,v2.4,2026-04-28,HRBP,Yes
SKL-1020,Databricks,Technical,Specialized,Expert,Expert,Stable,4.14,2.06,Customer Experience; Data Science; People & HR; Operations,Formal Training,13,No,Databricks Certified,Azure; Strategic Planning; Organizational Design,v2.4,2026-04-11,L&D,No
SKL-1048,Learning & Development,Functional,Foundational,Expert,Developing,Decreasing,2.16,-1.76,Legal & Compliance; Product; Data Science,On-the-Job,2,Yes,PHR,TensorFlow; React; Facilitation,v2.4,2026-06-23,Talent Management,Yes
SKL-1029,Business Intelligence,Analytical,Emerging,Foundational,Developing,Emerging,7.8,-0.8,Engineering,Certification,10,Yes,AWS Certified,Power BI; Collaboration; People Analytics,v2.4,2026-06-05,L&D,Yes
SKL-1041,Coaching & Mentoring,Leadership,Core,Advanced,Advanced,Stable,9.9,0.74,Finance; Marketing,Mentoring,16,No,PHR,Statistical Modeling; Databricks; Communication,v2.4,2026-05-16,People Analytics,Yes
SKL-1074,ESG Reporting,Domain,Core,Foundational,Developing,Increasing,8.29,3.93,Product; Customer Experience; Data Science,Self-Study,7,No,PHR,A/B Testing; Regulatory Compliance; Active Listening,v2.4,2026-05-09,HRBP,Yes
SKL-1071,SaaS GTM,Domain,Emerging,Foundational,Advanced,Emerging,6.63,3.74,People & HR,External Course,18,No,Google Cloud Prof.,Scala; Facilitation; Business Intelligence,v2.4,2026-01-14,HRBP,Yes
SKL-1028,Data Visualization,Analytical,Specialized,Proficient,Advanced,Decreasing,1.61,3.71,Data Science; Customer Experience; Finance,External Course,18,No,None,Cybersecurity; E-Commerce; Java,v2.4,2026-05-30,Talent Management,Yes
SKL-1003,Data Engineering,Technical,Core,Proficient,Advanced,Decreasing,2.8,3.88,People & HR,Formal Training,19,No,AWS Certified,Root Cause Analysis; Facilitation; Power BI,v2.4,2026-05-25,L&D,Yes
SKL-1009,Power BI,Technical,Foundational,Expert,Expert,Increasing,8.99,-0.21,Marketing; Engineering,On-the-Job,3,No,Azure Data Engineer,Data Visualization; Talent Development; Communication,v2.4,2026-05-03,HRBP,Yes
SKL-1002,Machine Learning,Technical,Core,Foundational,Developing,Emerging,7.14,2.38,Engineering; Product; Customer Experience; Operations,Formal Training,15,No,Azure Data Engineer,Azure; Java; Collaboration,v2.4,2026-01-31,HRBP,Yes
SKL-1024,NLP,Technical,Specialized,Advanced,Foundational,Stable,3.09,0.89,Product; Customer Experience,Certification,3,Yes,PHR,Cybersecurity; Power BI; R,v2.4,2026-04-23,People Analytics,Yes
SKL-1005,API Development,Technical,Specialized,Proficient,Expert,Stable,9.98,-3.7,Sales; Data Science; Customer Experience; Engineering,Self-Study,19,Yes,Databricks Certified,Talent Acquisition; Data Visualization; Collaboration,v2.4,2026-03-19,HRBP,Yes
SKL-1031,Quantitative Research,Analytical,Specialized,Proficient,Expert,Increasing,1.49,4.0,Marketing; Data Science; Finance; Customer Experience,External Course,18,Yes,CPA,Manufacturing Ops; A/B Testing; Scala,v2.4,2026-04-06,People Analytics,Yes
SKL-1030,Root Cause Analysis,Analytical,Foundational,Advanced,Foundational,Increasing,5.49,-4.66,Legal & Compliance; Product; Marketing,External Course,4,Yes,CPA,HRBP; Facilitation; Machine Learning,v2.4,2026-04-08,Talent Management,No
SKL-1005,API Development,Technical,Emerging,Developing,Advanced,Stable,6.94,0.32,Engineering; Customer Experience; Operations,On-the-Job,21,No,CPA,Forecasting; Data Engineering; P&L Ownership,v2.4,2026-06-09,Talent Management,No
SKL-1007,Cybersecurity,Technical,Core,Expert,Advanced,Decreasing,8.73,4.38,Product; Customer Experience; Marketing; Data Science,Mentoring,16,Yes,PMP,SQL; Strategic Planning; Spark,v2.4,2026-03-05,HRBP,Yes
SKL-1073,Regulatory Compliance,Domain,Foundational,Foundational,Expert,Decreasing,4.26,1.59,Data Science,Self-Study,20,No,CPA,dbt; Collaboration; Empathy,v2.4,2026-01-05,Talent Management,Yes
SKL-1059,Empathy,Interpersonal,Core,Proficient,Advanced,Stable,4.68,0.8,Marketing,Certification,19,No,Google Cloud Prof.,Collaboration; Airflow; Experimentation Design,v2.4,2026-03-12,HRBP,No
SKL-1016,R,Technical,Emerging,Developing,Developing,Increasing,3.09,1.55,Customer Experience; Sales,Certification,12,Yes,Azure Data Engineer,Business Intelligence; Cybersecurity; Experimentation Design,v2.4,2026-03-07,L&D,Yes
SKL-1069,E-Commerce,Domain,Core,Expert,Developing,Decreasing,1.98,0.07,Customer Experience,On-the-Job,9,Yes,CFA,Regulatory Compliance; People Analytics; Sales Operations,v2.4,2026-01-19,Talent Management,Yes
SKL-1018,AWS,Technical,Core,Proficient,Expert,Decreasing,4.01,-0.92,Sales; Marketing; Engineering,Formal Training,13,Yes,CPA,GCP; Data Engineering; React,v2.4,2026-06-05,People Analytics,Yes
SKL-1065,Retail Banking,Domain,Specialized,Developing,Advanced,Increasing,6.91,-3.5,Data Science,Formal Training,20,No,Azure Data Engineer,Scala; Healthcare Analytics; DevOps,v2.4,2026-06-05,Talent Management,No
SKL-1040,Decision Making,Leadership,Specialized,Developing,Expert,Decreasing,9.2,-1.71,Finance; Sales; Operations,Stretch Assignment,5,Yes,Databricks Certified,Customer Success; Compensation & Benefits; Spark,v2.4,2026-04-01,L&D,Yes
SKL-1061,Presentation Skills,Interpersonal,Emerging,Advanced,Advanced,Stable,6.12,3.27,Customer Experience; Finance,External Course,15,Yes,CPA,Executive Presence; P&L Ownership; Decision Making,v2.4,2026-01-31,L&D,No
SKL-1053,Sales Operations,Functional,Emerging,Expert,Advanced,Stable,9.1,3.76,People & HR,On-the-Job,15,No,Azure Data Engineer,Active Listening; TensorFlow; R,v2.4,2026-01-09,Talent Management,Yes
SKL-1021,Snowflake,Technical,Core,Developing,Expert,Emerging,9.14,-1.46,Customer Experience; Finance; Marketing; Engineering,Self-Study,12,Yes,AWS Certified,Power BI; Talent Acquisition; Conflict Resolution,v2.4,2026-04-15,Talent Management,No
SKL-1037,Change Management,Leadership,Foundational,Developing,Developing,Increasing,2.37,-4.92,Sales; Product; Operations,Mentoring,7,No,Google Cloud Prof.,Business Intelligence; Organizational Design; Facilitation,v2.4,2026-03-29,L&D,No
SKL-1036,Executive Presence,Leadership,Specialized,Advanced,Proficient,Stable,9.58,-4.58,Product; Customer Experience,Self-Study,20,No,Google Cloud Prof.,Talent Development; Executive Presence; Snowflake,v2.4,2026-01-31,HRBP,Yes
SKL-1062,Written Communication,Interpersonal,Foundational,Developing,Developing,Decreasing,9.45,-2.41,Finance,Stretch Assignment,10,Yes,Google Cloud Prof.,A/B Testing; Manufacturing Ops; Retail Banking,v2.4,2026-02-13,L&D,Yes
SKL-1069,E-Commerce,Domain,Emerging,Foundational,Advanced,Increasing,4.33,-2.18,Sales; Customer Experience; People & HR; Product,Mentoring,11,Yes,Google Cloud Prof.,Collaboration; Communication; Facilitation,v2.4,2026-03-09,L&D,Yes
SKL-1035,Strategic Planning,Leadership,Core,Proficient,Foundational,Stable,7.55,-1.73,Marketing; Sales; Data Science,Stretch Assignment,24,No,AWS Certified,Communication; TensorFlow; Consumer Packaged Goods,v2.4,2026-03-23,People Analytics,Yes
SKL-1001,SQL,Technical,Emerging,Developing,Expert,Emerging,8.85,-2.8,Marketing; Sales,Formal Training,17,Yes,Databricks Certified,Executive Presence; R; Statistical Modeling,v2.4,2026-06-12,L&D,Yes
SKL-1000,Python,Technical,Foundational,Foundational,Advanced,Stable,7.39,-4.61,Legal & Compliance; Product; Finance,Stretch Assignment,13,No,Azure Data Engineer,Airflow; Organizational Design; Business Intelligence,v2.4,2026-03-16,Talent Management,No
SKL-1050,Supply Chain,Functional,Specialized,Expert,Advanced,Decreasing,1.87,-3.88,Product; Sales; Operations,Formal Training,23,No,Google Cloud Prof.,dbt; Empathy; Decision Making,v2.4,2026-06-19,L&D,Yes
SKL-1050,Supply Chain,Functional,Emerging,Advanced,Advanced,Emerging,7.18,-4.71,Customer Experience; Finance; Product,On-the-Job,19,No,CPA,Decision Making; Customer Success; Supply Chain,v2.4,2026-04-24,Talent Management,No
SKL-1033,Experimentation Design,Analytical,Core,Proficient,Advanced,Stable,4.06,3.19,Sales; Product; Finance,Certification,7,Yes,Google Cloud Prof.,Board Communication; R; E-Commerce,v2.4,2026-01-06,L&D,No
SKL-1011,Kubernetes,Technical,Specialized,Proficient,Expert,Increasing,6.89,0.19,Customer Experience; Finance; People & HR,External Course,19,No,PHR,Change Management; Databricks; People Analytics,v2.4,2026-03-26,Talent Management,Yes
SKL-1070,Manufacturing Ops,Domain,Emerging,Foundational,Foundational,Increasing,7.8,0.27,Sales; Engineering; People & HR; Legal & Compliance,Self-Study,2,Yes,PHR,Cloud Architecture; Financial Modeling; Scala,v2.4,2026-04-07,Talent Management,Yes
SKL-1034,Financial Modeling,Analytical,Core,Foundational,Foundational,Emerging,1.18,2.43,Data Science; Product,Formal Training,21,No,CFA,Finance Business Partnering; Retail Banking; Machine Learning,v2.4,2026-03-19,HRBP,No
SKL-1025,Statistical Modeling,Analytical,Core,Proficient,Expert,Emerging,4.39,-0.7,Product; Customer Experience,Self-Study,17,No,Azure Data Engineer,Influence Without Authority; Quantitative Research; Learning & Development,v2.4,2026-01-05,Talent Management,No
SKL-1047,People Analytics,Functional,Core,Advanced,Developing,Increasing,4.58,-2.68,Sales; Data Science; Marketing,Self-Study,6,Yes,Google Cloud Prof.,SaaS GTM; Snowflake; A/B Testing,v2.4,2026-05-06,People Analytics,Yes
SKL-1018,AWS,Technical,Foundational,Expert,Advanced,Stable,1.53,-0.07,Marketing; Operations; People & HR; Engineering,Self-Study,24,No,AWS Certified,Financial Modeling; A/B Testing; SaaS GTM,v2.4,2026-05-06,Talent Management,Yes
SKL-1030,Root Cause Analysis,Analytical,Specialized,Advanced,Advanced,Increasing,9.29,-0.74,Product,Formal Training,2,Yes,Azure Data Engineer,Scala; Snowflake; Statistical Modeling,v2.4,2026-04-23,L&D,Yes
SKL-1054,Finance Business Partnering,Functional,Foundational,Developing,Expert,Emerging,2.26,3.74,Product; Engineering; Marketing; Customer Experience,Mentoring,11,No,Azure Data Engineer,Coaching & Mentoring; People Analytics; Digital Transformation,v2.4,2026-06-16,People Analytics,Yes
SKL-1037,Change Management,Leadership,Emerging,Expert,Proficient,Decreasing,5.25,-2.89,People & HR; Legal & Compliance; Sales,On-the-Job,12,No,PMP,GCP; Active Listening; Tableau,v2.4,2026-01-02,HRBP,Yes
SKL-1025,Statistical Modeling,Analytical,Core,Expert,Advanced,Decreasing,1.85,1.25,Data Science; Operations,Stretch Assignment,19,Yes,CFA,SQL; NLP; Strategic Planning,v2.4,2026-03-14,Talent Management,Yes
SKL-1047,People Analytics,Functional,Foundational,Proficient,Expert,Stable,1.7,-3.48,Marketing; People & HR,Self-Study,20,Yes,PMP,Consumer Packaged Goods; HRBP; Board Communication,v2.4,2026-05-28,HRBP,No
SKL-1026,A/B Testing,Analytical,Emerging,Foundational,Developing,Stable,1.82,3.03,People & HR; Legal & Compliance,Mentoring,2,No,Google Cloud Prof.,DevOps; Azure; Retail Banking,v2.4,2026-04-23,Talent Management,No
SKL-1041,Coaching & Mentoring,Leadership,Specialized,Expert,Foundational,Stable,6.04,-1.23,Sales; Operations; Marketing; Product,Certification,12,Yes,PHR,Snowflake; Strategic Planning; AWS,v2.4,2026-04-22,Talent Management,No
SKL-1032,Predictive Analytics,Analytical,Core,Expert,Advanced,Decreasing,2.6,3.66,Operations; Product; Finance; Marketing,Certification,8,No,CFA,dbt; SQL; Statistical Modeling,v2.4,2026-04-24,HRBP,Yes
SKL-1000,Python,Technical,Specialized,Proficient,Foundational,Decreasing,9.24,0.03,Legal & Compliance,Self-Study,3,No,Databricks Certified,Supply Chain; API Development; Predictive Analytics,v2.4,2026-03-12,L&D,Yes
